refund_id,order_id,payment_id,refund_date,refund_type,refund_reason,amount,currency,status,gateway,gateway_reference,customer_id
REF_001595,ORD_045782,,2025-12-17T05:06:09,FULL,RETURNED_ORDER,347.98,INR,SUCCESS,,,CUST_008097
REF_001596,ORD_045794,PAY_037646,2025-12-19T01:01:52,FULL,CUSTOMER_REQUEST,352.11,INR,SUCCESS,PayFlow,RF_00001596,CUST_006321
REF_001597,ORD_045795,PAY_037647,2025-12-13T02:15:10,FULL,CUSTOMER_REQUEST,1106.50,INR,SUCCESS,PayFlow,RF_00001597,CUST_006435
REF_001598,ORD_045807,PAY_037656,2025-12-06T22:46:07,FULL,CUSTOMER_REQUEST,318.60,INR,SUCCESS,PayFlow,RF_00001598,CUST_004016
REF_001599,ORD_045823,,2025-12-26T18:58:21,FULL,RETURNED_ORDER,383.50,INR,SUCCESS,,,CUST_005284
REF_001600,ORD_045847,PAY_037691,2025-12-24T06:50:33,FULL,RETURNED_ORDER,616.43,INR,SUCCESS,PayFlow,RF_00001600,CUST_002167
REF_001601,ORD_045921,PAY_037753,2025-12-27T10:40:11,FULL,RETURNED_ORDER,1440.49,INR,SUCCESS,PayFlow,RF_00001601,CUST_007497
REF_001602,ORD_045949,PAY_037775,2025-12-28T01:16:48,FULL,CUSTOMER_REQUEST,766.78,INR,SUCCESS,PayFlow,RF_00001602,CUST_007560
REF_001603,ORD_045968,PAY_037792,2025-12-29T06:48:04,FULL,RETURNED_ORDER,623.39,INR,SUCCESS,PayFlow,RF_00001603,CUST_000291
REF_001604,ORD_045995,PAY_037813,2026-01-01T02:53:34,FULL,RETURNED_ORDER,306.80,INR,SUCCESS,PayFlow,RF_00001604,CUST_002225
REF_001605,ORD_045996,PAY_037814,2025-12-27T04:26:59,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00001605,CUST_007629
REF_001606,ORD_046011,PAY_037826,2025-12-15T05:16:52,FULL,CUSTOMER_REQUEST,2103.94,INR,SUCCESS,PayFlow,RF_00001606,CUST_001329
REF_001607,ORD_046016,PAY_037829,2025-12-30T11:22:25,FULL,RETURNED_ORDER,721.47,INR,SUCCESS,PayFlow,RF_00001607,CUST_005359
REF_001608,ORD_046022,PAY_037834,2025-12-06T20:51:07,FULL,CUSTOMER_REQUEST,1901.22,INR,SUCCESS,PayFlow,RF_00001608,CUST_003530
REF_001609,ORD_046029,PAY_037840,2025-12-24T08:46:03,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,PayFlow,RF_00001609,CUST_001696
REF_001610,ORD_046075,PAY_037878,2025-12-10T11:02:31,FULL,RETURNED_ORDER,1146.96,INR,SUCCESS,PayFlow,RF_00001610,CUST_001818
REF_001611,ORD_046105,PAY_037904,2026-01-03T10:34:17,FULL,RETURNED_ORDER,806.96,INR,SUCCESS,PayFlow,RF_00001611,CUST_002577
REF_001612,ORD_046119,PAY_037914,2025-12-26T12:26:31,FULL,RETURNED_ORDER,892.83,INR,SUCCESS,PayFlow,RF_00001612,CUST_008401
REF_001613,ORD_046242,PAY_038017,2025-12-05T01:26:24,PARTIAL,CUSTOMER_REQUEST,1100.47,INR,SUCCESS,PayFlow,RF_00001613,CUST_003687
REF_001614,ORD_046245,PAY_038019,2025-12-30T22:15:41,FULL,CUSTOMER_REQUEST,283.08,INR,SUCCESS,PayFlow,RF_00001614,CUST_001456
REF_001615,ORD_046272,PAY_038043,2025-12-11T14:32:19,FULL,RETURNED_ORDER,879.57,INR,SUCCESS,PayFlow,RF_00001615,CUST_002247
REF_001616,ORD_046304,PAY_038070,2025-12-06T00:36:24,FULL,CUSTOMER_REQUEST,616.43,INR,SUCCESS,PayFlow,RF_00001616,CUST_003594
REF_001617,ORD_046334,PAY_038091,2025-12-31T12:27:15,FULL,RETURNED_ORDER,520.76,INR,SUCCESS,PayFlow,RF_00001617,CUST_004031
REF_001618,ORD_046372,PAY_038124,2025-12-26T00:08:21,PARTIAL,CUSTOMER_REQUEST,338.25,INR,SUCCESS,PayFlow,RF_00001618,CUST_006771
REF_001619,ORD_046390,,2025-12-19T23:54:33,FULL,RETURNED_ORDER,2680.96,INR,SUCCESS,,,CUST_008300
REF_001620,ORD_046391,,2026-01-12T02:45:44,FULL,RETURNED_ORDER,371.70,INR,SUCCESS,,,CUST_005498
REF_001621,ORD_046418,PAY_038158,2025-12-29T21:52:49,FULL,CUSTOMER_REQUEST,701.90,INR,SUCCESS,PayFlow,RF_00001621,CUST_001069
REF_001622,ORD_046450,PAY_038182,2026-01-04T01:04:48,FULL,RETURNED_ORDER,318.60,INR,SUCCESS,PayFlow,RF_00001622,CUST_000457
REF_001623,ORD_046457,PAY_038189,2026-01-10T13:04:23,FULL,RETURNED_ORDER,2906.75,INR,SUCCESS,PayFlow,RF_00001623,CUST_002525
REF_001624,ORD_046514,PAY_038239,2026-01-05T04:14:29,FULL,RETURNED_ORDER,1114.98,INR,SUCCESS,PayFlow,RF_00001624,CUST_005249
REF_001625,ORD_046545,PAY_038260,2026-01-02T21:21:20,PARTIAL,CUSTOMER_REQUEST,664.60,INR,SUCCESS,PayFlow,RF_00001625,CUST_000742
REF_001626,ORD_046569,PAY_038276,2026-01-05T00:37:12,FULL,RETURNED_ORDER,820.16,INR,SUCCESS,PayFlow,RF_00001626,CUST_000754
REF_001627,ORD_046588,,2025-12-24T04:09:07,FULL,RETURNED_ORDER,788.18,INR,SUCCESS,,,CUST_007803
REF_001628,ORD_046608,,2025-12-25T09:13:13,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,,,CUST_003617
REF_001629,ORD_046611,,2025-12-31T08:48:55,FULL,RETURNED_ORDER,383.50,INR,SUCCESS,,,CUST_006475
REF_001630,ORD_046621,PAY_038318,2025-12-24T09:00:57,FULL,RETURNED_ORDER,327.36,INR,SUCCESS,PayFlow,RF_00001630,CUST_001204
REF_001631,ORD_046623,PAY_038320,2026-01-08T10:13:49,FULL,RETURNED_ORDER,515.66,INR,SUCCESS,PayFlow,RF_00001631,CUST_007881
REF_001632,ORD_046648,PAY_038340,2025-12-24T19:13:08,FULL,RETURNED_ORDER,1589.46,INR,SUCCESS,PayFlow,RF_00001632,CUST_004664
REF_001633,ORD_046658,PAY_038347,2026-01-03T13:48:33,FULL,RETURNED_ORDER,826.00,INR,SUCCESS,PayFlow,RF_00001633,CUST_000694
REF_001634,ORD_046675,,2025-12-27T02:30:45,FULL,RETURNED_ORDER,1793.72,INR,SUCCESS,,,CUST_001727
REF_001635,ORD_046678,PAY_038363,2025-12-13T02:50:15,FULL,CUSTOMER_REQUEST,659.27,INR,SUCCESS,PayFlow,RF_00001635,CUST_003816
REF_001636,ORD_046695,PAY_038376,2025-12-04T20:49:01,FULL,CUSTOMER_REQUEST,1345.35,INR,SUCCESS,PayFlow,RF_00001636,CUST_007440
REF_001637,ORD_046720,PAY_038397,2025-12-26T09:44:21,FULL,RETURNED_ORDER,684.57,INR,SUCCESS,PayFlow,RF_00001637,CUST_006298
REF_001638,ORD_046737,PAY_038408,2025-12-23T10:06:20,FULL,RETURNED_ORDER,517.78,INR,SUCCESS,PayFlow,RF_00001638,CUST_003238
REF_001639,ORD_046775,PAY_038440,2026-01-06T06:38:43,FULL,CUSTOMER_REQUEST,738.56,INR,SUCCESS,PayFlow,RF_00001639,CUST_007015
REF_001640,ORD_046776,PAY_038441,2025-12-06T06:19:07,FULL,RETURNED_ORDER,373.94,INR,SUCCESS,PayFlow,RF_00001640,CUST_007656
REF_001641,ORD_046865,PAY_038518,2025-12-11T08:51:11,FULL,RETURNED_ORDER,306.74,INR,SUCCESS,PayFlow,RF_00001641,CUST_006786
REF_001642,ORD_046883,,2026-01-01T05:40:34,FULL,RETURNED_ORDER,318.60,INR,SUCCESS,,,CUST_007251
REF_001643,ORD_046894,PAY_038540,2026-01-04T03:06:29,FULL,CUSTOMER_REQUEST,371.70,INR,SUCCESS,PayFlow,RF_00001643,CUST_000298
REF_001644,ORD_046911,PAY_038553,2025-12-19T15:41:23,FULL,RETURNED_ORDER,766.78,INR,SUCCESS,PayFlow,RF_00001644,CUST_007833
REF_001645,ORD_046915,,2026-01-04T11:39:01,FULL,RETURNED_ORDER,1145.78,INR,SUCCESS,,,CUST_007209
REF_001646,ORD_046955,PAY_038588,2026-01-03T21:22:41,FULL,RETURNED_ORDER,3450.72,INR,SUCCESS,PayFlow,RF_00001646,CUST_004364
REF_001647,ORD_046957,PAY_038589,2026-01-01T10:14:49,FULL,RETURNED_ORDER,1906.88,INR,SUCCESS,PayFlow,RF_00001647,CUST_001218
REF_001648,ORD_046959,,2025-12-18T11:31:31,FULL,RETURNED_ORDER,354.00,INR,SUCCESS,,,CUST_004060
REF_001649,ORD_046989,PAY_038614,2026-01-03T01:05:14,FULL,CUSTOMER_REQUEST,2478.94,INR,SUCCESS,PayFlow,RF_00001649,CUST_004357
REF_001650,ORD_047021,,2025-12-21T09:45:51,FULL,RETURNED_ORDER,678.30,INR,SUCCESS,,,CUST_002480
REF_001651,ORD_047042,PAY_038659,2026-01-01T22:06:14,FULL,CUSTOMER_REQUEST,636.61,INR,SUCCESS,PayFlow,RF_00001651,CUST_001623
REF_001652,ORD_047050,PAY_038666,2025-12-29T10:13:06,FULL,RETURNED_ORDER,4473.26,INR,SUCCESS,PayFlow,RF_00001652,CUST_000946
REF_001653,ORD_047071,PAY_038683,2025-12-11T22:53:23,FULL,CUSTOMER_REQUEST,577.02,INR,SUCCESS,PayFlow,RF_00001653,CUST_005862
REF_001654,ORD_047085,PAY_038695,2025-12-06T22:37:47,FULL,CUSTOMER_REQUEST,2015.68,INR,SUCCESS,PayFlow,RF_00001654,CUST_004631
REF_001655,ORD_047100,,2025-12-30T07:39:50,FULL,RETURNED_ORDER,2425.84,INR,SUCCESS,,,CUST_007812
REF_001656,ORD_047173,PAY_038766,2025-12-24T12:14:50,FULL,RETURNED_ORDER,579.74,INR,SUCCESS,PayFlow,RF_00001656,CUST_001375
REF_001657,ORD_047201,,2025-12-17T13:46:21,FULL,RETURNED_ORDER,371.70,INR,SUCCESS,,,CUST_005732
REF_001658,ORD_047223,PAY_038808,2025-12-16T07:15:12,FULL,RETURNED_ORDER,1095.51,INR,SUCCESS,PayFlow,RF_00001658,CUST_006438
REF_001659,ORD_047287,PAY_038863,2025-12-20T04:44:53,FULL,RETURNED_ORDER,4591.03,INR,SUCCESS,PayFlow,RF_00001659,CUST_006784
REF_001660,ORD_047320,PAY_038891,2025-12-24T23:57:46,FULL,CUSTOMER_REQUEST,1020.23,INR,SUCCESS,PayFlow,RF_00001660,CUST_003086
REF_001661,ORD_047348,PAY_038913,2025-12-08T21:37:37,FULL,CUSTOMER_REQUEST,999.46,INR,SUCCESS,PayFlow,RF_00001661,CUST_004581
REF_001662,ORD_047360,PAY_038921,2025-12-27T23:38:01,FULL,CUSTOMER_REQUEST,295.00,INR,SUCCESS,PayFlow,RF_00001662,CUST_005679
REF_001663,ORD_047374,PAY_038931,2026-01-06T07:41:41,FULL,RETURNED_ORDER,568.47,INR,SUCCESS,PayFlow,RF_00001663,CUST_000073
REF_001664,ORD_047407,,2026-01-08T14:13:14,FULL,RETURNED_ORDER,1998.92,INR,SUCCESS,,,CUST_000285
REF_001665,ORD_047438,PAY_038979,2025-12-07T00:00:36,FULL,CUSTOMER_REQUEST,1462.02,INR,SUCCESS,PayFlow,RF_00001665,CUST_005089
REF_001666,ORD_047458,PAY_038994,2025-12-17T21:28:40,PARTIAL,CUSTOMER_REQUEST,427.28,INR,SUCCESS,PayFlow,RF_00001666,CUST_003577
REF_001667,ORD_047472,PAY_039007,2025-12-31T01:44:14,FULL,CUSTOMER_REQUEST,837.80,INR,SUCCESS,PayFlow,RF_00001667,CUST_002727
REF_001668,ORD_047493,PAY_039025,2025-12-31T12:43:19,FULL,RETURNED_ORDER,687.80,INR,SUCCESS,PayFlow,RF_00001668,CUST_007101
REF_001669,ORD_047543,PAY_039063,2025-12-15T09:58:36,FULL,RETURNED_ORDER,966.42,INR,SUCCESS,PayFlow,RF_00001669,CUST_007802
REF_001670,ORD_047597,PAY_039105,2025-12-16T04:50:08,FULL,RETURNED_ORDER,3872.76,INR,SUCCESS,PayFlow,RF_00001670,CUST_000255
REF_001671,ORD_047598,PAY_039106,2025-12-26T00:01:54,FULL,CUSTOMER_REQUEST,306.80,INR,SUCCESS,PayFlow,RF_00001671,CUST_000666
REF_001672,ORD_047611,PAY_039113,2025-12-21T02:42:41,FULL,CUSTOMER_REQUEST,1804.22,INR,SUCCESS,PayFlow,RF_00001672,CUST_002530
REF_001673,ORD_047641,PAY_039135,2025-12-26T10:29:45,FULL,RETURNED_ORDER,1622.09,INR,SUCCESS,PayFlow,RF_00001673,CUST_004543
REF_001674,ORD_047647,PAY_039138,2025-12-21T12:21:00,FULL,RETURNED_ORDER,395.30,INR,SUCCESS,PayFlow,RF_00001674,CUST_008239
REF_001675,ORD_047702,PAY_039179,2025-12-26T19:18:48,PARTIAL,CUSTOMER_REQUEST,1139.79,INR,SUCCESS,PayFlow,RF_00001675,CUST_007852
REF_001676,ORD_047711,PAY_039187,2025-12-29T01:38:07,FULL,RETURNED_ORDER,408.28,INR,SUCCESS,PayFlow,RF_00001676,CUST_001801
REF_001677,ORD_047761,PAY_039225,2025-12-15T13:17:14,FULL,RETURNED_ORDER,1523.38,INR,SUCCESS,PayFlow,RF_00001677,CUST_007550
REF_001678,ORD_047788,PAY_039246,2026-01-04T04:14:28,FULL,CUSTOMER_REQUEST,295.47,INR,SUCCESS,PayFlow,RF_00001678,CUST_005420
REF_001679,ORD_047828,PAY_039280,2025-12-29T08:42:22,FULL,RETURNED_ORDER,1146.96,INR,SUCCESS,PayFlow,RF_00001679,CUST_001762
REF_001680,ORD_047903,PAY_039340,2025-12-17T22:35:17,FULL,CUSTOMER_REQUEST,674.26,INR,SUCCESS,PayFlow,RF_00001680,CUST_005178
REF_001681,ORD_047912,PAY_039348,2025-12-23T15:28:19,FULL,RETURNED_ORDER,2751.76,INR,SUCCESS,PayFlow,RF_00001681,CUST_005200
REF_001682,ORD_047913,PAY_039349,2025-12-27T13:12:45,FULL,RETURNED_ORDER,1083.71,INR,SUCCESS,PayFlow,RF_00001682,CUST_003757
REF_001683,ORD_047916,PAY_039351,2025-12-27T17:09:21,PARTIAL,CUSTOMER_REQUEST,273.41,INR,SUCCESS,PayFlow,RF_00001683,CUST_002206
REF_001684,ORD_047979,PAY_039399,2025-12-14T09:50:09,FULL,RETURNED_ORDER,3170.19,INR,SUCCESS,PayFlow,RF_00001684,CUST_006602
REF_001685,ORD_048020,PAY_039433,2025-12-15T17:38:06,FULL,RETURNED_ORDER,800.46,INR,SUCCESS,PayFlow,RF_00001685,CUST_004571
REF_001686,ORD_048027,PAY_039438,2025-12-27T01:14:51,FULL,CUSTOMER_REQUEST,1145.78,INR,SUCCESS,PayFlow,RF_00001686,CUST_006010
REF_001687,ORD_048046,PAY_039453,2025-12-27T22:08:09,FULL,CUSTOMER_REQUEST,657.26,INR,SUCCESS,PayFlow,RF_00001687,CUST_007773
REF_001688,ORD_048064,PAY_039467,2025-12-08T00:53:35,FULL,CUSTOMER_REQUEST,758.98,INR,SUCCESS,PayFlow,RF_00001688,CUST_007656
REF_001689,ORD_048085,PAY_039484,2026-01-01T15:24:04,FULL,RETURNED_ORDER,1447.86,INR,SUCCESS,PayFlow,RF_00001689,CUST_000218
REF_001690,ORD_048124,PAY_039510,2025-12-21T17:27:46,FULL,RETURNED_ORDER,408.28,INR,SUCCESS,PayFlow,RF_00001690,CUST_002028
REF_001691,ORD_048131,PAY_039514,2026-01-12T13:21:26,FULL,RETURNED_ORDER,738.98,INR,SUCCESS,PayFlow,RF_00001691,CUST_006111
REF_001692,ORD_048199,PAY_039575,2025-12-24T00:56:27,PARTIAL,CUSTOMER_REQUEST,1341.42,INR,SUCCESS,PayFlow,RF_00001692,CUST_006090
REF_001693,ORD_048229,PAY_039600,2025-12-14T21:58:39,FULL,CUSTOMER_REQUEST,295.00,INR,SUCCESS,PayFlow,RF_00001693,CUST_006385
REF_001694,ORD_048331,PAY_039684,2025-12-17T00:38:20,FULL,RETURNED_ORDER,1066.78,INR,SUCCESS,PayFlow,RF_00001694,CUST_006249
REF_001695,ORD_048358,PAY_039707,2025-12-20T23:03:08,FULL,RETURNED_ORDER,524.75,INR,SUCCESS,PayFlow,RF_00001695,CUST_001534
REF_001696,ORD_048397,PAY_039737,2025-12-30T09:21:53,FULL,RETURNED_ORDER,534.54,INR,SUCCESS,PayFlow,RF_00001696,CUST_007090
REF_001697,ORD_048398,,2026-01-07T10:48:34,FULL,RETURNED_ORDER,732.14,INR,SUCCESS,,,CUST_007277
REF_001698,ORD_048462,PAY_039788,2025-12-30T03:15:01,FULL,RETURNED_ORDER,1722.56,INR,SUCCESS,PayFlow,RF_00001698,CUST_007032
REF_001699,ORD_048482,PAY_039804,2025-12-28T10:52:25,FULL,CUSTOMER_REQUEST,1489.81,INR,SUCCESS,PayFlow,RF_00001699,CUST_007619
REF_001700,ORD_048495,,2026-01-04T05:15:07,FULL,RETURNED_ORDER,306.74,INR,SUCCESS,,,CUST_005749
REF_001701,ORD_048510,PAY_039828,2025-12-14T17:44:50,FULL,RETURNED_ORDER,358.13,INR,SUCCESS,PayFlow,RF_00001701,CUST_005711
REF_001702,ORD_048540,PAY_039851,2025-12-25T10:50:21,FULL,RETURNED_ORDER,5202.62,INR,SUCCESS,PayFlow,RF_00001702,CUST_004229
REF_001703,ORD_048554,,2025-12-20T23:49:55,FULL,RETURNED_ORDER,414.18,INR,SUCCESS,,,CUST_003622
REF_001704,ORD_048572,PAY_039876,2025-12-28T09:37:20,FULL,RETURNED_ORDER,546.34,INR,SUCCESS,PayFlow,RF_00001704,CUST_005439
REF_001705,ORD_048591,PAY_039892,2025-12-15T04:34:44,FULL,RETURNED_ORDER,554.48,INR,SUCCESS,PayFlow,RF_00001705,CUST_000974
REF_001706,ORD_048598,PAY_039898,2025-12-27T02:58:12,FULL,RETURNED_ORDER,605.70,INR,SUCCESS,PayFlow,RF_00001706,CUST_006082
REF_001707,ORD_048626,PAY_039924,2025-12-19T23:23:53,PARTIAL,CUSTOMER_REQUEST,1754.93,INR,SUCCESS,PayFlow,RF_00001707,CUST_006563
REF_001708,ORD_048660,PAY_039955,2025-12-29T09:29:31,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00001708,CUST_000498
REF_001709,ORD_048741,PAY_040026,2025-12-27T10:31:00,FULL,RETURNED_ORDER,781.95,INR,SUCCESS,PayFlow,RF_00001709,CUST_007029
REF_001710,ORD_048749,PAY_040034,2025-12-23T12:01:39,FULL,RETURNED_ORDER,2534.56,INR,SUCCESS,PayFlow,RF_00001710,CUST_006369
REF_001711,ORD_048803,PAY_040082,2025-12-29T10:13:54,FULL,RETURNED_ORDER,283.14,INR,SUCCESS,PayFlow,RF_00001711,CUST_002766
REF_001712,ORD_048838,PAY_040112,2025-12-15T05:02:50,FULL,RETURNED_ORDER,1092.56,INR,SUCCESS,PayFlow,RF_00001712,CUST_007311
REF_001713,ORD_048839,,2026-01-04T04:07:19,FULL,RETURNED_ORDER,1143.10,INR,SUCCESS,,,CUST_005786
REF_001714,ORD_048840,PAY_040113,2025-12-31T11:10:36,FULL,RETURNED_ORDER,742.22,INR,SUCCESS,PayFlow,RF_00001714,CUST_008276
REF_001715,ORD_048896,PAY_040162,2025-12-22T18:57:20,FULL,RETURNED_ORDER,510.70,INR,SUCCESS,PayFlow,RF_00001715,CUST_003903
REF_001716,ORD_048915,PAY_040177,2025-12-29T05:05:58,FULL,RETURNED_ORDER,2262.06,INR,SUCCESS,PayFlow,RF_00001716,CUST_006710
REF_001717,ORD_048917,PAY_040179,2025-12-09T17:39:25,FULL,CUSTOMER_REQUEST,383.50,INR,SUCCESS,PayFlow,RF_00001717,CUST_007565
REF_001718,ORD_049005,PAY_040249,2025-12-22T06:20:57,FULL,RETURNED_ORDER,607.82,INR,SUCCESS,PayFlow,RF_00001718,CUST_001271
REF_001719,ORD_049016,PAY_040260,2026-01-03T08:21:49,FULL,RETURNED_ORDER,420.08,INR,SUCCESS,PayFlow,RF_00001719,CUST_001976
REF_001720,ORD_049104,PAY_040332,2025-12-21T07:46:19,FULL,RETURNED_ORDER,1244.13,INR,SUCCESS,PayFlow,RF_00001720,CUST_002373
REF_001721,ORD_049119,,2025-12-27T08:17:24,FULL,RETURNED_ORDER,863.88,INR,SUCCESS,,,CUST_005991
REF_001722,ORD_049141,PAY_040362,2026-01-05T10:33:48,FULL,RETURNED_ORDER,2410.74,INR,SUCCESS,PayFlow,RF_00001722,CUST_002447
REF_001723,ORD_049190,PAY_040404,2025-12-12T08:16:31,FULL,RETURNED_ORDER,5840.41,INR,SUCCESS,PayFlow,RF_00001723,CUST_000665
REF_001724,ORD_049233,PAY_040439,2025-12-24T03:25:09,FULL,CUSTOMER_REQUEST,876.74,INR,SUCCESS,PayFlow,RF_00001724,CUST_003863
REF_001725,ORD_049292,,2025-12-21T11:22:54,FULL,RETURNED_ORDER,1053.74,INR,SUCCESS,,,CUST_000958
REF_001726,ORD_049297,PAY_040492,2026-01-05T14:26:54,FULL,RETURNED_ORDER,1224.25,INR,SUCCESS,PayFlow,RF_00001726,CUST_005994
REF_001727,ORD_049372,,2025-12-12T11:42:49,FULL,RETURNED_ORDER,522.50,INR,SUCCESS,,,CUST_005341
REF_001728,ORD_049389,PAY_040569,2025-12-31T07:03:15,FULL,RETURNED_ORDER,778.58,INR,SUCCESS,PayFlow,RF_00001728,CUST_001178
REF_001729,ORD_049421,PAY_040594,2025-12-18T01:22:04,FULL,CUSTOMER_REQUEST,1146.96,INR,SUCCESS,PayFlow,RF_00001729,CUST_003733
REF_001730,ORD_049464,PAY_040631,2025-12-09T00:15:47,FULL,CUSTOMER_REQUEST,712.54,INR,SUCCESS,PayFlow,RF_00001730,CUST_005814
REF_001731,ORD_049490,PAY_040650,2025-12-17T06:56:59,FULL,RETURNED_ORDER,379.55,INR,SUCCESS,PayFlow,RF_00001731,CUST_007092
REF_001732,ORD_049534,,2025-12-19T06:48:42,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,,,CUST_000333
REF_001733,ORD_049535,PAY_040687,2025-12-30T22:24:55,PARTIAL,CUSTOMER_REQUEST,208.51,INR,SUCCESS,PayFlow,RF_00001733,CUST_001371
REF_001734,ORD_049616,PAY_040752,2025-12-16T01:54:07,PARTIAL,CUSTOMER_REQUEST,328.16,INR,SUCCESS,PayFlow,RF_00001734,CUST_006628
REF_001735,ORD_049662,PAY_040787,2025-12-21T01:45:54,PARTIAL,CUSTOMER_REQUEST,1768.63,INR,SUCCESS,PayFlow,RF_00001735,CUST_000686
REF_001736,ORD_049668,PAY_040792,2025-12-15T19:47:31,FULL,RETURNED_ORDER,958.40,INR,SUCCESS,PayFlow,RF_00001736,CUST_000426
REF_001737,ORD_049672,PAY_040796,2025-12-21T02:07:27,FULL,CUSTOMER_REQUEST,565.22,INR,SUCCESS,PayFlow,RF_00001737,CUST_002729
REF_001738,ORD_049708,PAY_040828,2025-12-03T10:10:08,FULL,CUSTOMER_REQUEST,678.50,INR,SUCCESS,PayFlow,RF_00001738,CUST_006214
REF_001739,ORD_049715,PAY_040835,2025-12-23T07:43:46,FULL,RETURNED_ORDER,680.86,INR,SUCCESS,PayFlow,RF_00001739,CUST_000786
REF_001740,ORD_049723,PAY_040842,2025-12-17T17:35:03,FULL,RETURNED_ORDER,1589.46,INR,SUCCESS,PayFlow,RF_00001740,CUST_004299
REF_001741,ORD_049739,PAY_040856,2025-12-23T08:05:07,FULL,RETURNED_ORDER,731.36,INR,SUCCESS,PayFlow,RF_00001741,CUST_006253
REF_001742,ORD_049753,PAY_040870,2026-01-01T16:06:06,FULL,RETURNED_ORDER,647.28,INR,SUCCESS,PayFlow,RF_00001742,CUST_007685
REF_001743,ORD_049815,PAY_040920,2026-01-01T13:13:37,FULL,RETURNED_ORDER,2475.64,INR,SUCCESS,PayFlow,RF_00001743,CUST_000096
REF_001744,ORD_049845,PAY_040948,2026-01-02T02:54:29,PARTIAL,CUSTOMER_REQUEST,1381.20,INR,SUCCESS,PayFlow,RF_00001744,CUST_002340
REF_001745,ORD_049860,PAY_040961,2025-12-07T02:29:21,FULL,CUSTOMER_REQUEST,530.37,INR,SUCCESS,PayFlow,RF_00001745,CUST_003246
REF_001746,ORD_049861,PAY_040962,2025-12-19T02:10:21,FULL,CUSTOMER_REQUEST,306.80,INR,SUCCESS,PayFlow,RF_00001746,CUST_003624
REF_001747,ORD_049940,PAY_041026,2025-12-20T03:11:58,FULL,CUSTOMER_REQUEST,3513.21,INR,SUCCESS,PayFlow,RF_00001747,CUST_001664
REF_001748,ORD_049945,PAY_041030,2025-12-30T18:37:51,FULL,RETURNED_ORDER,960.52,INR,SUCCESS,PayFlow,RF_00001748,CUST_000579
REF_001749,ORD_049980,PAY_041063,2025-12-21T20:31:55,FULL,CUSTOMER_REQUEST,352.47,INR,SUCCESS,PayFlow,RF_00001749,CUST_000485
REF_001750,ORD_050044,PAY_041113,2025-12-15T01:47:51,FULL,RETURNED_ORDER,914.50,INR,SUCCESS,PayFlow,RF_00001750,CUST_002320
REF_001751,ORD_050054,PAY_041123,2025-12-31T01:48:17,FULL,RETURNED_ORDER,1236.64,INR,SUCCESS,PayFlow,RF_00001751,CUST_000449
REF_001752,ORD_050087,PAY_041154,2025-12-26T18:14:28,FULL,CUSTOMER_REQUEST,683.93,INR,SUCCESS,PayFlow,RF_00001752,CUST_002942
REF_001753,ORD_050100,PAY_041163,2025-12-27T02:41:03,FULL,RETURNED_ORDER,966.42,INR,SUCCESS,PayFlow,RF_00001753,CUST_002517
REF_001754,ORD_050117,PAY_041177,2025-12-29T08:09:41,FULL,RETURNED_ORDER,1906.88,INR,SUCCESS,PayFlow,RF_00001754,CUST_005821
REF_001755,ORD_050126,,2026-01-03T09:14:21,FULL,RETURNED_ORDER,3487.11,INR,SUCCESS,,,CUST_002485
REF_001756,ORD_050164,PAY_041210,2026-01-01T12:29:15,FULL,RETURNED_ORDER,295.00,INR,SUCCESS,PayFlow,RF_00001756,CUST_003674
REF_001757,ORD_050170,,2026-01-02T12:18:30,FULL,RETURNED_ORDER,1173.04,INR,SUCCESS,,,CUST_001496
REF_001758,ORD_050182,PAY_041225,2025-12-24T21:58:37,FULL,CUSTOMER_REQUEST,951.06,INR,SUCCESS,PayFlow,RF_00001758,CUST_005469
REF_001759,ORD_050200,PAY_041241,2025-12-14T20:31:36,FULL,CUSTOMER_REQUEST,690.30,INR,SUCCESS,PayFlow,RF_00001759,CUST_006486
REF_001760,ORD_050298,PAY_041322,2026-01-04T00:51:24,FULL,CUSTOMER_REQUEST,2871.12,INR,SUCCESS,PayFlow,RF_00001760,CUST_004461
REF_001761,ORD_050300,PAY_041324,2025-12-22T16:34:39,FULL,RETURNED_ORDER,1462.02,INR,SUCCESS,PayFlow,RF_00001761,CUST_006619
REF_001762,ORD_050343,PAY_041360,2025-12-27T15:47:10,FULL,RETURNED_ORDER,5965.94,INR,SUCCESS,PayFlow,RF_00001762,CUST_007576
REF_001763,ORD_050380,PAY_041393,2026-01-04T09:09:41,FULL,RETURNED_ORDER,836.22,INR,SUCCESS,PayFlow,RF_00001763,CUST_004679
REF_001764,ORD_050389,PAY_041401,2025-12-23T20:22:00,FULL,CUSTOMER_REQUEST,546.34,INR,SUCCESS,PayFlow,RF_00001764,CUST_006530
REF_001765,ORD_050445,,2026-01-02T16:41:23,FULL,RETURNED_ORDER,657.26,INR,SUCCESS,,,CUST_007016
REF_001766,ORD_050460,PAY_041461,2025-12-21T13:30:44,FULL,RETURNED_ORDER,719.80,INR,SUCCESS,PayFlow,RF_00001766,CUST_000277
