settlement_id,settlement_date,gateway,currency,payment_count,gross_amount,refund_deductions,net_settlement_amount,destination_account_id,gateway_settlement_reference,first_payment_id,last_payment_id
SET_001169,2025-12-08T23:45:13,PayFlow,INR,36,43115.91,0.00,43115.91,BANK_002,PFSET_00001169,PAY_044527,PAY_048278
SET_001170,2025-12-07T22:12:25,PayFlow,INR,28,49729.63,0.00,49729.63,BANK_002,PFSET_00001170,PAY_037214,PAY_047733
SET_001171,2025-12-06T18:53:05,PayFlow,INR,40,54347.20,0.00,54347.20,BANK_002,PFSET_00001171,PAY_039972,PAY_045586
SET_001172,2025-12-09T21:44:02,PayFlow,INR,31,43636.25,0.00,43636.25,BANK_002,PFSET_00001172,PAY_047263,PAY_038501
SET_001173,2025-12-10T01:00:37,PayFlow,INR,26,24439.83,0.00,24439.83,BANK_002,PFSET_00001173,PAY_046527,PAY_037111
SET_001174,2025-12-09T22:23:59,PayFlow,INR,40,45999.52,0.00,45999.52,BANK_002,PFSET_00001174,PAY_048441,PAY_038273
SET_001175,2025-12-08T04:20:23,PayFlow,INR,36,43257.74,383.50,42874.24,BANK_002,PFSET_00001175,PAY_048340,PAY_038738
SET_001176,2025-12-08T01:54:26,PayFlow,INR,28,25486.99,0.00,25486.99,BANK_002,PFSET_00001176,PAY_038388,PAY_039011
SET_001177,2025-12-10T02:36:15,PayFlow,INR,36,37254.03,0.00,37254.03,BANK_002,PFSET_00001177,PAY_047576,PAY_041375
SET_001178,2025-12-07T04:44:01,PayFlow,INR,28,28475.63,0.00,28475.63,BANK_002,PFSET_00001178,PAY_041165,PAY_042311
SET_001179,2025-12-10T16:24:09,PayFlow,INR,25,20653.27,0.00,20653.27,BANK_002,PFSET_00001179,PAY_039038,PAY_038626
SET_001180,2025-12-07T22:49:55,PayFlow,INR,29,34448.46,0.00,34448.46,BANK_002,PFSET_00001180,PAY_045922,PAY_045519
SET_001181,2025-12-10T16:11:47,PayFlow,INR,31,36299.64,0.00,36299.64,BANK_002,PFSET_00001181,PAY_046683,PAY_041986
SET_001182,2025-12-10T01:16:57,PayFlow,INR,35,53966.66,0.00,53966.66,BANK_002,PFSET_00001182,PAY_045604,PAY_039008
SET_001183,2025-12-09T18:07:04,PayFlow,INR,34,44952.58,0.00,44952.58,BANK_002,PFSET_00001183,PAY_037318,PAY_043837
SET_001184,2025-12-08T02:25:31,PayFlow,INR,25,37596.98,0.00,37596.98,BANK_002,PFSET_00001184,PAY_044105,PAY_045023
SET_001185,2025-12-07T23:43:45,PayFlow,INR,40,61243.83,0.00,61243.83,BANK_002,PFSET_00001185,PAY_047290,PAY_044743
SET_001186,2025-12-11T04:04:05,PayFlow,INR,32,37907.32,0.00,37907.32,BANK_002,PFSET_00001186,PAY_048393,PAY_046800
SET_001187,2025-12-09T02:58:36,PayFlow,INR,35,38032.21,0.00,38032.21,BANK_002,PFSET_00001187,PAY_042688,PAY_039140
SET_001188,2025-12-10T02:27:47,PayFlow,INR,32,39585.62,0.00,39585.62,BANK_002,PFSET_00001188,PAY_043838,PAY_040254
SET_001189,2025-12-08T06:35:05,PayFlow,INR,28,44175.56,0.00,44175.56,BANK_002,PFSET_00001189,PAY_044400,PAY_042658
SET_001190,2025-12-08T02:52:36,PayFlow,INR,29,43433.32,0.00,43433.32,BANK_002,PFSET_00001190,PAY_045828,PAY_043843
SET_001191,2025-12-09T13:27:21,PayFlow,INR,28,26531.13,0.00,26531.13,BANK_002,PFSET_00001191,PAY_045407,PAY_046398
SET_001192,2025-12-11T22:11:35,PayFlow,INR,31,41842.47,0.00,41842.47,BANK_002,PFSET_00001192,PAY_038615,PAY_040710
SET_001193,2025-12-10T16:35:36,PayFlow,INR,34,52064.94,0.00,52064.94,BANK_002,PFSET_00001193,PAY_041522,PAY_039730
SET_001194,2025-12-09T19:30:06,PayFlow,INR,35,42791.51,0.00,42791.51,BANK_002,PFSET_00001194,PAY_042877,PAY_037224
SET_001195,2025-12-08T22:10:03,PayFlow,INR,29,40595.57,0.00,40595.57,BANK_002,PFSET_00001195,PAY_044223,PAY_040850
SET_001196,2025-12-10T01:09:15,PayFlow,INR,37,39910.35,0.00,39910.35,BANK_002,PFSET_00001196,PAY_043907,PAY_040876
SET_001197,2025-12-10T04:10:43,PayFlow,INR,36,48846.18,0.00,48846.18,BANK_002,PFSET_00001197,PAY_042908,PAY_045301
SET_001198,2025-12-12T00:50:07,PayFlow,INR,27,36780.52,0.00,36780.52,BANK_002,PFSET_00001198,PAY_038381,PAY_044618
SET_001199,2025-12-12T05:08:34,PayFlow,INR,27,46737.62,712.54,46025.08,BANK_002,PFSET_00001199,PAY_043406,PAY_041293
SET_001200,2025-12-09T00:12:14,PayFlow,INR,29,33761.86,0.00,33761.86,BANK_002,PFSET_00001200,PAY_045285,PAY_048321
SET_001201,2025-12-12T01:38:16,PayFlow,INR,28,23974.97,0.00,23974.97,BANK_002,PFSET_00001201,PAY_045039,PAY_042598
SET_001202,2025-12-10T13:16:23,PayFlow,INR,27,36930.84,565.22,36365.62,BANK_002,PFSET_00001202,PAY_047143,PAY_047078
SET_001203,2025-12-10T15:55:50,PayFlow,INR,26,29572.76,0.00,29572.76,BANK_002,PFSET_00001203,PAY_046360,PAY_037897
SET_001204,2025-12-10T21:28:01,PayFlow,INR,31,30760.44,315.80,30444.64,BANK_002,PFSET_00001204,PAY_044080,PAY_037269
SET_001205,2025-12-11T17:43:04,PayFlow,INR,39,54413.55,0.00,54413.55,BANK_002,PFSET_00001205,PAY_036764,PAY_037735
SET_001206,2025-12-11T22:39:51,PayFlow,INR,25,33010.75,0.00,33010.75,BANK_002,PFSET_00001206,PAY_039749,PAY_037464
SET_001207,2025-12-11T19:41:01,PayFlow,INR,31,33729.93,0.00,33729.93,BANK_002,PFSET_00001207,PAY_044744,PAY_036991
SET_001208,2025-12-12T22:27:26,PayFlow,INR,37,49157.81,0.00,49157.81,BANK_002,PFSET_00001208,PAY_047337,PAY_036946
SET_001209,2025-12-09T22:34:55,PayFlow,INR,51,60712.48,0.00,60712.48,BANK_002,PFSET_00001209,PAY_037325,PAY_043959
SET_001210,2025-12-09T23:46:17,PayFlow,INR,36,40849.45,0.00,40849.45,BANK_002,PFSET_00001210,PAY_040142,PAY_039092
SET_001211,2025-12-13T05:32:36,PayFlow,INR,31,36478.23,952.61,35525.62,BANK_002,PFSET_00001211,PAY_047052,PAY_038503
SET_001212,2025-12-13T12:36:32,PayFlow,INR,34,31852.29,0.00,31852.29,BANK_002,PFSET_00001212,PAY_045968,PAY_046794
SET_001213,2025-12-10T14:42:58,PayFlow,INR,35,49389.60,0.00,49389.60,BANK_002,PFSET_00001213,PAY_047781,PAY_047877
SET_001214,2025-12-11T20:13:42,PayFlow,INR,26,43433.92,0.00,43433.92,BANK_002,PFSET_00001214,PAY_040670,PAY_041469
SET_001215,2025-12-10T18:12:36,PayFlow,INR,42,50866.05,0.00,50866.05,BANK_002,PFSET_00001215,PAY_048238,PAY_046336
SET_001216,2025-12-12T00:33:09,PayFlow,INR,39,48615.89,0.00,48615.89,BANK_002,PFSET_00001216,PAY_042249,PAY_045900
SET_001217,2025-12-11T22:02:21,PayFlow,INR,31,31182.18,0.00,31182.18,BANK_002,PFSET_00001217,PAY_044108,PAY_037713
SET_001218,2025-12-13T02:58:41,PayFlow,INR,36,49845.13,0.00,49845.13,BANK_002,PFSET_00001218,PAY_043793,PAY_046837
SET_001219,2025-12-13T03:29:30,PayFlow,INR,36,45179.21,0.00,45179.21,BANK_002,PFSET_00001219,PAY_036928,PAY_037290
SET_001220,2025-12-14T04:21:08,PayFlow,INR,29,41752.03,4066.20,37685.83,BANK_002,PFSET_00001220,PAY_046455,PAY_037101
SET_001221,2025-12-13T22:42:29,PayFlow,INR,33,36670.11,0.00,36670.11,BANK_002,PFSET_00001221,PAY_039148,PAY_037975
SET_001222,2025-12-14T04:52:58,PayFlow,INR,36,44974.03,814.20,44159.83,BANK_002,PFSET_00001222,PAY_041578,PAY_040130
SET_001223,2025-12-11T04:34:18,PayFlow,INR,32,38574.20,0.00,38574.20,BANK_002,PFSET_00001223,PAY_037873,PAY_039416
SET_001224,2025-12-12T15:40:19,PayFlow,INR,32,28202.74,0.00,28202.74,BANK_002,PFSET_00001224,PAY_044290,PAY_046812
SET_001225,2025-12-11T14:48:10,PayFlow,INR,31,37372.09,0.00,37372.09,BANK_002,PFSET_00001225,PAY_044334,PAY_046740
SET_001226,2025-12-14T16:11:47,PayFlow,INR,39,44773.75,2793.06,41980.69,BANK_002,PFSET_00001226,PAY_047391,PAY_037908
SET_001227,2025-12-13T18:39:11,PayFlow,INR,31,49042.54,0.00,49042.54,BANK_002,PFSET_00001227,PAY_044599,PAY_037414
SET_001228,2025-12-11T21:21:13,PayFlow,INR,29,45449.95,0.00,45449.95,BANK_002,PFSET_00001228,PAY_041919,PAY_039917
SET_001229,2025-12-14T20:39:53,PayFlow,INR,30,46113.97,0.00,46113.97,BANK_002,PFSET_00001229,PAY_041902,PAY_044139
SET_001230,2025-12-15T02:13:14,PayFlow,INR,35,38947.57,0.00,38947.57,BANK_002,PFSET_00001230,PAY_040460,PAY_042853
SET_001231,2025-12-14T20:53:57,PayFlow,INR,33,41265.54,0.00,41265.54,BANK_002,PFSET_00001231,PAY_043503,PAY_044916
SET_001232,2025-12-12T20:42:49,PayFlow,INR,37,50746.65,0.00,50746.65,BANK_002,PFSET_00001232,PAY_041553,PAY_043685
SET_001233,2025-12-12T04:25:22,PayFlow,INR,29,28786.91,0.00,28786.91,BANK_002,PFSET_00001233,PAY_038717,PAY_043052
SET_001234,2025-12-13T23:35:55,PayFlow,INR,30,25801.94,0.00,25801.94,BANK_002,PFSET_00001234,PAY_042104,PAY_043244
SET_001235,2025-12-13T03:04:54,PayFlow,INR,33,44996.65,0.00,44996.65,BANK_002,PFSET_00001235,PAY_038420,PAY_036843
SET_001236,2025-12-15T11:23:42,PayFlow,INR,40,45399.86,1106.50,44293.36,BANK_002,PFSET_00001236,PAY_037552,PAY_048640
SET_001237,2025-12-12T14:14:32,PayFlow,INR,30,32095.33,0.00,32095.33,BANK_002,PFSET_00001237,PAY_038249,PAY_040345
SET_001238,2025-12-12T21:48:26,PayFlow,INR,32,41699.42,0.00,41699.42,BANK_002,PFSET_00001238,PAY_041017,PAY_046285
SET_001239,2025-12-12T19:37:23,PayFlow,INR,26,29923.81,0.00,29923.81,BANK_002,PFSET_00001239,PAY_036864,PAY_039487
SET_001240,2025-12-15T00:23:18,PayFlow,INR,31,40866.08,0.00,40866.08,BANK_002,PFSET_00001240,PAY_043802,PAY_041053
SET_001241,2025-12-15T18:11:23,PayFlow,INR,26,27748.78,0.00,27748.78,BANK_002,PFSET_00001241,PAY_045034,PAY_046244
SET_001242,2025-12-12T21:32:12,PayFlow,INR,42,48190.74,329.10,47861.64,BANK_002,PFSET_00001242,PAY_045110,PAY_042137
SET_001243,2025-12-15T00:43:45,PayFlow,INR,32,38450.29,0.00,38450.29,BANK_002,PFSET_00001243,PAY_040201,PAY_044873
SET_001244,2025-12-14T21:33:40,PayFlow,INR,29,29962.81,0.00,29962.81,BANK_002,PFSET_00001244,PAY_048341,PAY_048261
SET_001245,2025-12-14T21:48:29,PayFlow,INR,30,42782.66,0.00,42782.66,BANK_002,PFSET_00001245,PAY_038600,PAY_037153
SET_001246,2025-12-14T00:02:48,PayFlow,INR,35,42688.65,0.00,42688.65,BANK_002,PFSET_00001246,PAY_038751,PAY_048622
SET_001247,2025-12-14T04:35:53,PayFlow,INR,35,48309.79,1222.48,47087.31,BANK_002,PFSET_00001247,PAY_045761,PAY_039235
SET_001248,2025-12-15T00:06:41,PayFlow,INR,29,33770.89,0.00,33770.89,BANK_002,PFSET_00001248,PAY_037232,PAY_039748
SET_001249,2025-12-13T11:21:43,PayFlow,INR,25,34315.86,0.00,34315.86,BANK_002,PFSET_00001249,PAY_037638,PAY_044378
SET_001250,2025-12-13T20:21:10,PayFlow,INR,38,53285.45,379.55,52905.90,BANK_002,PFSET_00001250,PAY_043571,PAY_045231
SET_001251,2025-12-15T16:21:44,PayFlow,INR,27,28828.53,0.00,28828.53,BANK_002,PFSET_00001251,PAY_046278,PAY_038175
SET_001252,2025-12-16T00:57:08,PayFlow,INR,29,38189.65,0.00,38189.65,BANK_002,PFSET_00001252,PAY_046060,PAY_042107
SET_001253,2025-12-16T01:04:16,PayFlow,INR,36,38765.93,678.50,38087.43,BANK_002,PFSET_00001253,PAY_047424,PAY_039476
SET_001254,2025-12-15T22:23:06,PayFlow,INR,35,38541.09,0.00,38541.09,BANK_002,PFSET_00001254,PAY_044455,PAY_037380
SET_001255,2025-12-13T21:37:21,PayFlow,INR,34,46467.92,0.00,46467.92,BANK_002,PFSET_00001255,PAY_039590,PAY_045746
SET_001256,2025-12-14T01:09:31,PayFlow,INR,36,37669.81,0.00,37669.81,BANK_002,PFSET_00001256,PAY_040162,PAY_038946
SET_001257,2025-12-15T22:12:21,PayFlow,INR,31,33175.32,0.00,33175.32,BANK_002,PFSET_00001257,PAY_045704,PAY_046542
SET_001258,2025-12-15T07:03:30,PayFlow,INR,45,50715.44,0.00,50715.44,BANK_002,PFSET_00001258,PAY_047065,PAY_046651
SET_001259,2025-12-15T13:36:17,PayFlow,INR,34,39660.85,0.00,39660.85,BANK_002,PFSET_00001259,PAY_044748,PAY_043888
SET_001260,2025-12-17T23:08:11,PayFlow,INR,31,37084.62,2856.78,34227.84,BANK_002,PFSET_00001260,PAY_037291,PAY_043043
SET_001261,2025-12-17T00:53:42,PayFlow,INR,34,32075.28,690.30,31384.98,BANK_002,PFSET_00001261,PAY_037028,PAY_039669
SET_001262,2025-12-18T01:21:48,PayFlow,INR,41,53808.68,583.61,53225.07,BANK_002,PFSET_00001262,PAY_036885,PAY_047867
SET_001263,2025-12-16T22:58:02,PayFlow,INR,31,31285.35,0.00,31285.35,BANK_002,PFSET_00001263,PAY_045465,PAY_038960
SET_001264,2025-12-15T18:59:59,PayFlow,INR,31,37269.97,0.00,37269.97,BANK_002,PFSET_00001264,PAY_045844,PAY_044678
SET_001265,2025-12-18T04:15:45,PayFlow,INR,29,41041.38,674.26,40367.12,BANK_002,PFSET_00001265,PAY_037566,PAY_043096
SET_001266,2025-12-14T21:42:10,PayFlow,INR,32,37846.26,0.00,37846.26,BANK_002,PFSET_00001266,PAY_044200,PAY_036889
SET_001267,2025-12-17T02:58:32,PayFlow,INR,33,28873.22,0.00,28873.22,BANK_002,PFSET_00001267,PAY_045308,PAY_042122
SET_001268,2025-12-17T23:25:50,PayFlow,INR,34,33685.22,0.00,33685.22,BANK_002,PFSET_00001268,PAY_037289,PAY_046393
SET_001269,2025-12-16T23:57:59,PayFlow,INR,35,35963.19,477.22,35485.97,BANK_002,PFSET_00001269,PAY_037959,PAY_037712
SET_001270,2025-12-15T14:59:16,PayFlow,INR,33,33425.94,0.00,33425.94,BANK_002,PFSET_00001270,PAY_047540,PAY_041372
SET_001271,2025-12-15T19:35:13,PayFlow,INR,32,37485.43,0.00,37485.43,BANK_002,PFSET_00001271,PAY_047620,PAY_039358
SET_001272,2025-12-16T20:41:19,PayFlow,INR,30,46968.95,0.00,46968.95,BANK_002,PFSET_00001272,PAY_043751,PAY_038154
SET_001273,2025-12-19T00:39:25,PayFlow,INR,37,36089.11,0.00,36089.11,BANK_002,PFSET_00001273,PAY_045153,PAY_044831
SET_001274,2025-12-16T23:57:39,PayFlow,INR,39,43489.66,0.00,43489.66,BANK_002,PFSET_00001274,PAY_048428,PAY_040127
SET_001275,2025-12-15T23:16:00,PayFlow,INR,35,49479.99,0.00,49479.99,BANK_002,PFSET_00001275,PAY_038766,PAY_040904
SET_001276,2025-12-16T21:13:26,PayFlow,INR,34,29864.18,0.00,29864.18,BANK_002,PFSET_00001276,PAY_046058,PAY_048413
SET_001277,2025-12-18T21:16:15,PayFlow,INR,33,41595.75,133.41,41462.34,BANK_002,PFSET_00001277,PAY_042539,PAY_042096
SET_001278,2025-12-19T06:32:34,PayFlow,INR,30,27608.76,0.00,27608.76,BANK_002,PFSET_00001278,PAY_039228,PAY_044914
SET_001279,2025-12-16T07:52:55,PayFlow,INR,28,27722.20,0.00,27722.20,BANK_002,PFSET_00001279,PAY_043870,PAY_036987
SET_001280,2025-12-18T14:41:19,PayFlow,INR,34,40184.41,0.00,40184.41,BANK_002,PFSET_00001280,PAY_043931,PAY_043474
SET_001281,2025-12-17T20:54:34,PayFlow,INR,33,38121.08,0.00,38121.08,BANK_002,PFSET_00001281,PAY_038885,PAY_044468
SET_001282,2025-12-20T00:50:24,PayFlow,INR,28,29733.81,0.00,29733.81,BANK_002,PFSET_00001282,PAY_036993,PAY_044770
SET_001283,2025-12-19T00:42:47,PayFlow,INR,38,40000.43,0.00,40000.43,BANK_002,PFSET_00001283,PAY_047427,PAY_042649
SET_001284,2025-12-18T18:28:49,PayFlow,INR,26,35640.24,0.00,35640.24,BANK_002,PFSET_00001284,PAY_041627,PAY_039681
SET_001285,2025-12-19T02:06:24,PayFlow,INR,32,40220.57,606.52,39614.05,BANK_002,PFSET_00001285,PAY_046588,PAY_039548
SET_001286,2025-12-20T00:18:02,PayFlow,INR,32,31561.88,0.00,31561.88,BANK_002,PFSET_00001286,PAY_045484,PAY_047858
SET_001287,2025-12-19T01:07:31,PayFlow,INR,28,30794.42,375.64,30418.78,BANK_002,PFSET_00001287,PAY_042882,PAY_045366
SET_001288,2025-12-17T00:20:08,PayFlow,INR,26,34287.60,0.00,34287.60,BANK_002,PFSET_00001288,PAY_038708,PAY_040975
SET_001289,2025-12-20T04:45:03,PayFlow,INR,35,39670.30,306.80,39363.50,BANK_002,PFSET_00001289,PAY_042183,PAY_047044
SET_001290,2025-12-18T01:57:17,PayFlow,INR,29,28148.68,0.00,28148.68,BANK_002,PFSET_00001290,PAY_044768,PAY_040768
SET_001291,2025-12-18T16:24:04,PayFlow,INR,44,49990.50,0.00,49990.50,BANK_002,PFSET_00001291,PAY_046421,PAY_044381
SET_001292,2025-12-19T16:37:32,PayFlow,INR,30,38596.53,0.00,38596.53,BANK_002,PFSET_00001292,PAY_041566,PAY_046061
SET_001293,2025-12-18T23:17:16,PayFlow,INR,25,35251.47,0.00,35251.47,BANK_002,PFSET_00001293,PAY_039466,PAY_045625
SET_001294,2025-12-19T17:04:09,PayFlow,INR,30,37949.19,0.00,37949.19,BANK_002,PFSET_00001294,PAY_041577,PAY_046510
SET_001295,2025-12-18T01:11:51,PayFlow,INR,30,41225.35,0.00,41225.35,BANK_002,PFSET_00001295,PAY_047311,PAY_047938
SET_001296,2025-12-18T01:32:39,PayFlow,INR,36,42497.48,0.00,42497.48,BANK_002,PFSET_00001296,PAY_046619,PAY_040723
SET_001297,2025-12-20T21:46:29,PayFlow,INR,26,36417.50,0.00,36417.50,BANK_002,PFSET_00001297,PAY_043651,PAY_041866
SET_001298,2025-12-19T03:37:47,PayFlow,INR,36,50591.62,0.00,50591.62,BANK_002,PFSET_00001298,PAY_038497,PAY_040458
SET_001299,2025-12-20T21:16:53,PayFlow,INR,40,49470.17,0.00,49470.17,BANK_002,PFSET_00001299,PAY_040671,PAY_037136
SET_001300,2025-12-18T00:53:43,PayFlow,INR,27,41941.61,0.00,41941.61,BANK_002,PFSET_00001300,PAY_047069,PAY_045430
SET_001301,2025-12-17T21:22:08,PayFlow,INR,32,40090.53,0.00,40090.53,BANK_002,PFSET_00001301,PAY_040693,PAY_041516
SET_001302,2025-12-21T01:33:07,PayFlow,INR,28,31380.48,1146.96,30233.52,BANK_002,PFSET_00001302,PAY_042434,PAY_044828
SET_001303,2025-12-19T23:08:41,PayFlow,INR,33,33879.90,0.00,33879.90,BANK_002,PFSET_00001303,PAY_040066,PAY_042459
SET_001304,2025-12-21T02:24:43,PayFlow,INR,30,45335.64,0.00,45335.64,BANK_002,PFSET_00001304,PAY_040927,PAY_044718
SET_001305,2025-12-20T16:20:58,PayFlow,INR,31,36237.86,0.00,36237.86,BANK_002,PFSET_00001305,PAY_039956,PAY_042132
SET_001306,2025-12-20T16:11:09,PayFlow,INR,30,39148.07,0.00,39148.07,BANK_002,PFSET_00001306,PAY_041286,PAY_045053
SET_001307,2025-12-20T18:13:21,PayFlow,INR,36,53917.42,1439.60,52477.82,BANK_002,PFSET_00001307,PAY_047813,PAY_040379
SET_001308,2025-12-19T18:53:22,PayFlow,INR,29,36658.46,0.00,36658.46,BANK_002,PFSET_00001308,PAY_046426,PAY_044806
SET_001309,2025-12-21T22:06:26,PayFlow,INR,33,42774.71,0.00,42774.71,BANK_002,PFSET_00001309,PAY_045398,PAY_042604
SET_001310,2025-12-20T21:01:22,PayFlow,INR,37,52445.23,1776.94,50668.29,BANK_002,PFSET_00001310,PAY_045261,PAY_041440
SET_001311,2025-12-19T02:56:57,PayFlow,INR,29,24345.55,0.00,24345.55,BANK_002,PFSET_00001311,PAY_042174,PAY_039337
SET_001312,2025-12-21T19:59:43,PayFlow,INR,32,38738.05,271.28,38466.77,BANK_002,PFSET_00001312,PAY_037502,PAY_044862
SET_001313,2025-12-21T04:52:12,PayFlow,INR,31,36861.31,0.00,36861.31,BANK_002,PFSET_00001313,PAY_038811,PAY_044781
SET_001314,2025-12-19T04:41:23,PayFlow,INR,39,51469.92,0.00,51469.92,BANK_002,PFSET_00001314,PAY_036950,PAY_041115
SET_001315,2025-12-19T23:15:47,PayFlow,INR,29,28969.75,0.00,28969.75,BANK_002,PFSET_00001315,PAY_047850,PAY_046163
SET_001316,2025-12-19T04:16:15,PayFlow,INR,29,30314.95,0.00,30314.95,BANK_002,PFSET_00001316,PAY_037294,PAY_037287
SET_001317,2025-12-19T01:58:18,PayFlow,INR,34,36489.27,0.00,36489.27,BANK_002,PFSET_00001317,PAY_044056,PAY_042389
SET_001318,2025-12-19T14:44:45,PayFlow,INR,27,32824.48,352.11,32472.37,BANK_002,PFSET_00001318,PAY_045202,PAY_048388
SET_001319,2025-12-19T18:07:14,PayFlow,INR,31,34441.90,0.00,34441.90,BANK_002,PFSET_00001319,PAY_041419,PAY_046400
SET_001320,2025-12-20T00:11:29,PayFlow,INR,30,33452.87,0.00,33452.87,BANK_002,PFSET_00001320,PAY_047389,PAY_036908
SET_001321,2025-12-23T01:11:47,PayFlow,INR,29,27133.88,0.00,27133.88,BANK_002,PFSET_00001321,PAY_043100,PAY_037104
SET_001322,2025-12-22T01:36:53,PayFlow,INR,36,36784.01,352.47,36431.54,BANK_002,PFSET_00001322,PAY_040694,PAY_046379
SET_001323,2025-12-22T02:49:35,PayFlow,INR,33,38777.31,0.00,38777.31,BANK_002,PFSET_00001323,PAY_040743,PAY_041884
SET_001324,2025-12-23T00:57:25,PayFlow,INR,33,37132.53,3513.21,33619.32,BANK_002,PFSET_00001324,PAY_048173,PAY_044138
SET_001325,2025-12-21T22:38:01,PayFlow,INR,30,39368.72,0.00,39368.72,BANK_002,PFSET_00001325,PAY_038479,PAY_039181
SET_001326,2025-12-19T21:14:48,PayFlow,INR,31,42086.08,0.00,42086.08,BANK_002,PFSET_00001326,PAY_038582,PAY_039402
SET_001327,2025-12-20T23:01:49,PayFlow,INR,38,37954.63,0.00,37954.63,BANK_002,PFSET_00001327,PAY_038688,PAY_044533
SET_001328,2025-12-21T06:44:50,PayFlow,INR,37,51893.63,0.00,51893.63,BANK_002,PFSET_00001328,PAY_042287,PAY_045617
SET_001329,2025-12-23T02:24:53,PayFlow,INR,33,41642.72,0.00,41642.72,BANK_002,PFSET_00001329,PAY_038563,PAY_039653
SET_001330,2025-12-22T10:47:16,PayFlow,INR,33,38382.13,0.00,38382.13,BANK_002,PFSET_00001330,PAY_045112,PAY_038801
SET_001331,2025-12-20T17:17:33,PayFlow,INR,30,41597.55,0.00,41597.55,BANK_002,PFSET_00001331,PAY_047281,PAY_041214
SET_001332,2025-12-23T00:17:06,PayFlow,INR,29,37492.86,626.58,36866.28,BANK_002,PFSET_00001332,PAY_046013,PAY_041091
SET_001333,2025-12-23T18:54:54,PayFlow,INR,30,32240.91,0.00,32240.91,BANK_002,PFSET_00001333,PAY_047629,PAY_047728
SET_001334,2025-12-22T17:42:02,PayFlow,INR,32,37201.88,0.00,37201.88,BANK_002,PFSET_00001334,PAY_037423,PAY_047654
SET_001335,2025-12-22T19:01:57,PayFlow,INR,28,31153.40,0.00,31153.40,BANK_002,PFSET_00001335,PAY_039580,PAY_047750
SET_001336,2025-12-22T23:41:54,PayFlow,INR,37,41045.10,0.00,41045.10,BANK_002,PFSET_00001336,PAY_047496,PAY_047556
SET_001337,2025-12-23T19:48:41,PayFlow,INR,39,57458.70,1804.22,55654.48,BANK_002,PFSET_00001337,PAY_041924,PAY_039113
SET_001338,2025-12-20T21:50:51,PayFlow,INR,31,40049.18,0.00,40049.18,BANK_002,PFSET_00001338,PAY_048376,PAY_048313
SET_001339,2025-12-21T23:39:26,PayFlow,INR,33,38549.96,0.00,38549.96,BANK_002,PFSET_00001339,PAY_042994,PAY_046671
SET_001340,2025-12-20T21:52:12,PayFlow,INR,29,37344.15,0.00,37344.15,BANK_002,PFSET_00001340,PAY_048102,PAY_037152
SET_001341,2025-12-23T01:07:37,PayFlow,INR,37,40099.84,2333.85,37765.99,BANK_002,PFSET_00001341,PAY_047516,PAY_038264
SET_001342,2025-12-22T15:43:39,PayFlow,INR,29,33060.30,0.00,33060.30,BANK_002,PFSET_00001342,PAY_036910,PAY_043122
SET_001343,2025-12-21T21:26:27,PayFlow,INR,32,37627.39,1170.80,36456.59,BANK_002,PFSET_00001343,PAY_043647,PAY_039522
SET_001344,2025-12-22T16:48:04,PayFlow,INR,29,31384.51,0.00,31384.51,BANK_002,PFSET_00001344,PAY_038335,PAY_046156
SET_001345,2025-12-23T23:11:39,PayFlow,INR,26,27593.84,306.80,27287.04,BANK_002,PFSET_00001345,PAY_037494,PAY_041013
SET_001346,2025-12-24T18:27:31,PayFlow,INR,29,27772.46,0.00,27772.46,BANK_002,PFSET_00001346,PAY_040932,PAY_037270
SET_001347,2025-12-22T18:11:55,PayFlow,INR,26,34848.71,0.00,34848.71,BANK_002,PFSET_00001347,PAY_046104,PAY_039932
SET_001348,2025-12-22T19:45:05,PayFlow,INR,27,47561.64,0.00,47561.64,BANK_002,PFSET_00001348,PAY_037994,PAY_039877
SET_001349,2025-12-21T21:26:12,PayFlow,INR,33,36026.40,0.00,36026.40,BANK_002,PFSET_00001349,PAY_040156,PAY_041721
SET_001350,2025-12-23T00:37:56,PayFlow,INR,33,36702.89,0.00,36702.89,BANK_002,PFSET_00001350,PAY_040402,PAY_041038
SET_001351,2025-12-22T22:41:12,PayFlow,INR,31,30204.37,0.00,30204.37,BANK_002,PFSET_00001351,PAY_041744,PAY_038477
SET_001352,2025-12-24T23:20:28,PayFlow,INR,29,39843.63,0.00,39843.63,BANK_002,PFSET_00001352,PAY_042812,PAY_048165
SET_001353,2025-12-22T03:56:44,PayFlow,INR,32,31579.34,0.00,31579.34,BANK_002,PFSET_00001353,PAY_041415,PAY_039276
SET_001354,2025-12-23T15:23:20,PayFlow,INR,35,35440.22,0.00,35440.22,BANK_002,PFSET_00001354,PAY_043631,PAY_039599
SET_001355,2025-12-23T23:55:57,PayFlow,INR,28,22106.83,0.00,22106.83,BANK_002,PFSET_00001355,PAY_040910,PAY_044944
SET_001356,2025-12-24T18:33:04,PayFlow,INR,37,38587.58,0.00,38587.58,BANK_002,PFSET_00001356,PAY_046900,PAY_041828
SET_001357,2025-12-24T20:23:35,PayFlow,INR,41,37365.66,0.00,37365.66,BANK_002,PFSET_00001357,PAY_037084,PAY_043334
SET_001358,2025-12-26T00:53:31,PayFlow,INR,30,35614.79,0.00,35614.79,BANK_002,PFSET_00001358,PAY_040081,PAY_047118
