vendor_payment_id,vendor_invoice_id,vendor_id,payment_date,payment_account_id,amount,currency,payment_method,status,bank_reference
VPAY_000536,VINV_000536,VEND_000092,2025-10-23T02:27:00,BANK_003,22700.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000536
VPAY_000537,VINV_000537,VEND_000104,2025-10-21T20:58:00,BANK_003,61420.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000537
VPAY_000538,VINV_000538,VEND_000092,2025-10-10T03:20:00,BANK_003,56775.70,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000538
VPAY_000539,VINV_000539,VEND_000093,2025-10-10T22:37:00,BANK_003,54749.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000539
VPAY_000540,VINV_000540,VEND_000101,2025-09-25T03:39:00,BANK_003,23661.36,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000540
VPAY_000541,VINV_000541,VEND_000103,2025-09-26T01:33:00,BANK_003,33139.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000541
VPAY_000542,VINV_000542,VEND_000103,2025-09-28T21:02:00,BANK_003,104845.36,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000542
VPAY_000543,VINV_000543,VEND_000093,2025-10-13T01:45:00,BANK_003,83639.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000543
VPAY_000544,VINV_000544,VEND_000098,2025-10-13T22:14:00,BANK_003,27963.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000544
VPAY_000545,VINV_000545,VEND_000101,2025-10-11T02:37:00,BANK_003,25821.94,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000545
VPAY_000546,VINV_000546,VEND_000102,2025-10-05T23:34:00,BANK_003,106774.66,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000546
VPAY_000547,VINV_000547,VEND_000148,2025-10-04T04:38:00,BANK_003,111595.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000547
VPAY_000548,VINV_000548,VEND_000126,2025-10-05T22:21:00,BANK_003,139792.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000548
VPAY_000549,VINV_000549,VEND_000120,2025-10-11T05:00:00,BANK_003,88272.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000549
VPAY_000550,VINV_000550,VEND_000041,2025-11-07T02:17:00,BANK_003,164674.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000550
VPAY_000551,VINV_000551,VEND_000040,2025-11-27T02:59:00,BANK_003,190669.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000551
VPAY_000552,VINV_000552,VEND_000014,2025-11-19T02:16:00,BANK_003,94087.30,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000552
VPAY_000553,VINV_000553,VEND_000058,2025-11-19T01:14:00,BANK_003,225391.80,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000553
VPAY_000554,VINV_000554,VEND_000014,2025-11-18T20:57:00,BANK_003,61223.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000554
VPAY_000555,VINV_000555,VEND_000077,2025-11-12T00:49:00,BANK_003,238092.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000555
VPAY_000556,VINV_000556,VEND_000002,2025-11-28T00:56:00,BANK_003,143377.08,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000556
VPAY_000557,VINV_000557,VEND_000072,2025-11-19T23:23:00,BANK_003,128186.94,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000557
VPAY_000558,VINV_000558,VEND_000088,2025-11-02T19:31:00,BANK_003,170871.08,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000558
VPAY_000559,VINV_000559,VEND_000039,2025-12-02T00:38:00,BANK_003,136125.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000559
VPAY_000560,VINV_000560,VEND_000022,2025-11-24T22:05:00,BANK_003,187557.46,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000560
VPAY_000561,VINV_000561,VEND_000062,2025-11-12T20:35:00,BANK_003,65164.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000561
VPAY_000562,VINV_000562,VEND_000081,2025-12-06T03:12:00,BANK_003,206465.78,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000562
VPAY_000563,VINV_000563,VEND_000059,2025-11-06T02:11:00,BANK_003,86189.56,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000563
VPAY_000564,VINV_000564,VEND_000051,2025-12-05T21:44:00,BANK_003,155863.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000564
VPAY_000565,VINV_000565,VEND_000057,2025-11-15T03:21:00,BANK_003,156643.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000565
VPAY_000566,VINV_000566,VEND_000039,2025-12-06T00:52:00,BANK_003,152290.80,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000566
VPAY_000567,VINV_000567,VEND_000062,2025-11-06T22:14:00,BANK_003,127361.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000567
VPAY_000568,VINV_000568,VEND_000038,2025-11-18T20:29:00,BANK_003,248874.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000568
VPAY_000569,VINV_000569,VEND_000042,2025-11-08T00:02:00,BANK_003,169424.40,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000569
VPAY_000570,VINV_000570,VEND_000047,2025-12-03T00:45:00,BANK_003,88328.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000570
VPAY_000571,VINV_000571,VEND_000088,2025-11-01T21:02:00,BANK_003,223261.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000571
VPAY_000572,VINV_000572,VEND_000027,2025-11-21T00:01:00,BANK_003,188726.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000572
VPAY_000573,VINV_000573,VEND_000053,2025-11-05T21:12:00,BANK_003,175889.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000573
VPAY_000574,VINV_000574,VEND_000031,2025-11-22T21:19:00,BANK_003,131260.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000574
VPAY_000575,VINV_000575,VEND_000049,2025-11-16T01:31:00,BANK_003,75979.02,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000575
VPAY_000576,VINV_000576,VEND_000075,2025-12-04T19:37:00,BANK_003,177080.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000576
VPAY_000577,VINV_000577,VEND_000070,2025-11-23T00:25:00,BANK_003,64471.66,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000577
VPAY_000578,VINV_000578,VEND_000014,2025-12-08T02:21:00,BANK_003,129884.96,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000578
VPAY_000579,VINV_000579,VEND_000022,2025-12-06T02:58:00,BANK_003,253236.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000579
VPAY_000580,VINV_000580,VEND_000043,2025-11-19T23:41:00,BANK_003,186252.38,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000580
VPAY_000581,VINV_000581,VEND_000034,2025-11-19T23:38:00,BANK_003,121771.28,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000581
VPAY_000582,VINV_000582,VEND_000058,2025-11-14T01:48:00,BANK_003,168826.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000582
VPAY_000583,VINV_000583,VEND_000045,2025-11-16T19:16:00,BANK_003,60696.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000583
VPAY_000584,VINV_000584,VEND_000054,2025-11-20T03:22:00,BANK_003,79657.08,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000584
VPAY_000585,VINV_000585,VEND_000045,2025-11-11T21:49:00,BANK_003,149576.80,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000585
VPAY_000586,VINV_000586,VEND_000067,2025-11-13T01:16:00,BANK_003,202483.28,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000586
VPAY_000587,VINV_000587,VEND_000057,2025-11-14T01:12:00,BANK_003,193055.08,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000587
VPAY_000588,VINV_000588,VEND_000006,2025-11-01T21:14:00,BANK_003,88698.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000588
VPAY_000589,VINV_000589,VEND_000083,2025-11-22T21:08:00,BANK_003,86928.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000589
VPAY_000590,VINV_000590,VEND_000032,2025-11-06T21:41:00,BANK_003,180264.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000590
VPAY_000591,VINV_000591,VEND_000043,2025-11-26T01:44:00,BANK_003,226277.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000591
VPAY_000592,VINV_000592,VEND_000052,2025-11-08T01:10:00,BANK_003,247902.66,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000592
VPAY_000593,VINV_000593,VEND_000051,2025-12-10T00:51:00,BANK_003,62129.36,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000593
VPAY_000594,VINV_000594,VEND_000058,2025-11-15T02:56:00,BANK_003,236285.56,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000594
VPAY_000595,VINV_000595,VEND_000028,2025-11-10T00:19:00,BANK_003,116755.10,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000595
VPAY_000596,VINV_000596,VEND_000074,2025-11-15T02:26:00,BANK_003,84574.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000596
VPAY_000597,VINV_000597,VEND_000042,2025-11-16T00:10:00,BANK_003,114059.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000597
VPAY_000598,VINV_000598,VEND_000086,2025-11-14T02:58:00,BANK_003,173315.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000598
VPAY_000599,VINV_000599,VEND_000077,2025-11-20T20:52:00,BANK_003,173317.22,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000599
VPAY_000600,VINV_000600,VEND_000045,2025-11-13T01:27:00,BANK_003,161978.60,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000600
VPAY_000601,VINV_000601,VEND_000087,2025-11-20T20:02:00,BANK_003,145108.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000601
VPAY_000602,VINV_000602,VEND_000087,2025-11-06T22:30:00,BANK_003,94533.34,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000602
VPAY_000603,VINV_000603,VEND_000040,2025-11-21T20:47:00,BANK_003,89275.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000603
VPAY_000604,VINV_000604,VEND_000066,2025-11-15T00:30:00,BANK_003,173262.94,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000604
VPAY_000605,VINV_000605,VEND_000074,2025-11-17T20:19:00,BANK_003,171792.66,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000605
VPAY_000606,VINV_000606,VEND_000082,2025-12-11T01:48:00,BANK_003,219326.60,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000606
VPAY_000607,VINV_000607,VEND_000072,2025-11-20T01:06:00,BANK_003,104715.56,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000607
VPAY_000608,VINV_000608,VEND_000024,2025-11-11T02:11:00,BANK_003,150408.70,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000608
VPAY_000609,VINV_000609,VEND_000046,2025-11-30T21:53:00,BANK_003,56064.16,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000609
VPAY_000610,VINV_000610,VEND_000050,2025-11-18T03:14:00,BANK_003,226813.70,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000610
VPAY_000611,VINV_000611,VEND_000053,2025-11-14T22:05:00,BANK_003,173902.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000611
VPAY_000612,VINV_000612,VEND_000063,2025-11-05T22:01:00,BANK_003,104835.92,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000612
VPAY_000613,VINV_000613,VEND_000029,2025-11-05T23:54:00,BANK_003,121569.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000613
VPAY_000614,VINV_000614,VEND_000069,2025-11-22T03:34:00,BANK_003,142394.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000614
VPAY_000615,VINV_000615,VEND_000073,2025-12-04T03:24:00,BANK_003,206314.74,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000615
VPAY_000616,VINV_000616,VEND_000074,2025-11-06T21:15:00,BANK_003,88426.84,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000616
VPAY_000617,VINV_000617,VEND_000070,2025-12-09T20:06:00,BANK_003,65970.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000617
VPAY_000618,VINV_000618,VEND_000055,2025-11-24T23:39:00,BANK_003,84779.46,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000618
VPAY_000619,VINV_000619,VEND_000039,2025-11-26T21:49:00,BANK_003,63069.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000619
VPAY_000620,VINV_000620,VEND_000012,2025-11-05T01:58:00,BANK_003,188916.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000620
VPAY_000621,VINV_000621,VEND_000027,2025-12-08T22:24:00,BANK_003,234961.60,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000621
VPAY_000622,VINV_000622,VEND_000022,2025-11-20T21:02:00,BANK_003,243693.60,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000622
VPAY_000623,VINV_000623,VEND_000027,2025-12-02T01:31:00,BANK_003,71460.80,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000623
VPAY_000624,VINV_000624,VEND_000077,2025-11-06T22:46:00,BANK_003,219756.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000624
VPAY_000625,VINV_000625,VEND_000038,2025-11-10T03:49:00,BANK_003,230264.02,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000625
VPAY_000626,VINV_000626,VEND_000018,2025-11-17T20:02:00,BANK_003,180418.46,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000626
VPAY_000627,VINV_000627,VEND_000090,2025-11-07T00:51:00,BANK_003,94145.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000627
VPAY_000628,VINV_000628,VEND_000032,2025-11-17T01:29:00,BANK_003,147944.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000628
VPAY_000629,VINV_000629,VEND_000081,2025-12-01T01:02:00,BANK_003,181231.48,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000629
VPAY_000630,VINV_000630,VEND_000082,2025-11-29T00:11:00,BANK_003,81896.72,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000630
VPAY_000631,VINV_000631,VEND_000089,2025-11-15T22:48:00,BANK_003,167263.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000631
VPAY_000632,VINV_000632,VEND_000075,2025-12-09T22:24:00,BANK_003,53864.64,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000632
VPAY_000633,VINV_000633,VEND_000082,2025-12-08T23:06:00,BANK_003,258539.18,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000633
VPAY_000634,VINV_000634,VEND_000069,2025-11-23T00:57:00,BANK_003,176124.44,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000634
VPAY_000635,VINV_000635,VEND_000064,2025-11-12T00:11:00,BANK_003,136166.10,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000635
VPAY_000636,VINV_000636,VEND_000044,2025-11-15T02:05:00,BANK_003,222399.32,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000636
VPAY_000637,VINV_000637,VEND_000044,2025-11-04T21:24:00,BANK_003,68074.20,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000637
VPAY_000638,VINV_000638,VEND_000003,2025-11-06T01:27:00,BANK_003,91530.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000638
VPAY_000639,VINV_000639,VEND_000001,2025-11-08T00:31:00,BANK_003,185431.10,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000639
VPAY_000640,VINV_000640,VEND_000084,2025-11-21T23:47:00,BANK_003,146475.76,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000640
VPAY_000641,VINV_000641,VEND_000012,2025-11-12T23:24:00,BANK_003,255583.28,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000641
VPAY_000642,VINV_000642,VEND_000048,2025-11-16T22:25:00,BANK_003,258651.28,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000642
VPAY_000643,VINV_000643,VEND_000051,2025-11-20T23:26:00,BANK_003,246617.64,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000643
VPAY_000644,VINV_000644,VEND_000055,2025-11-03T21:11:00,BANK_003,255860.58,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000644
VPAY_000645,VINV_000645,VEND_000001,2025-11-17T02:10:00,BANK_003,119117.46,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000645
VPAY_000646,VINV_000646,VEND_000076,2025-11-17T21:43:00,BANK_003,123066.92,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000646
VPAY_000647,VINV_000647,VEND_000002,2025-12-10T02:02:00,BANK_003,55593.34,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000647
VPAY_000648,VINV_000648,VEND_000055,2025-11-19T02:45:00,BANK_003,93984.64,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000648
VPAY_000649,VINV_000649,VEND_000050,2025-11-22T01:09:00,BANK_003,80732.06,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000649
VPAY_000650,VINV_000650,VEND_000014,2025-11-27T21:37:00,BANK_003,150028.74,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000650
VPAY_000651,VINV_000651,VEND_000018,2025-11-20T20:39:00,BANK_003,171487.04,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000651
VPAY_000652,VINV_000652,VEND_000009,2025-12-06T21:59:00,BANK_003,217201.42,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000652
VPAY_000653,VINV_000653,VEND_000057,2025-11-27T02:24:00,BANK_003,161731.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000653
VPAY_000654,VINV_000654,VEND_000053,2025-11-24T19:28:00,BANK_003,206500.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000654
VPAY_000655,VINV_000655,VEND_000012,2025-11-05T21:47:00,BANK_003,84176.48,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000655
VPAY_000656,VINV_000656,VEND_000076,2025-11-15T03:08:00,BANK_003,171891.78,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000656
VPAY_000657,VINV_000657,VEND_000018,2025-11-25T03:37:00,BANK_003,129746.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000657
VPAY_000658,VINV_000658,VEND_000032,2025-11-24T02:55:00,BANK_003,190069.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000658
VPAY_000659,VINV_000659,VEND_000089,2025-11-22T01:06:00,BANK_003,61396.58,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000659
VPAY_000660,VINV_000660,VEND_000027,2025-12-06T00:17:00,BANK_003,213254.32,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000660
VPAY_000661,VINV_000661,VEND_000051,2025-12-03T23:39:00,BANK_003,144519.32,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000661
VPAY_000662,VINV_000662,VEND_000064,2025-11-04T22:26:00,BANK_003,172465.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000662
VPAY_000663,VINV_000663,VEND_000082,2025-11-19T02:25:00,BANK_003,236820.10,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000663
VPAY_000664,VINV_000664,VEND_000047,2025-11-21T00:29:00,BANK_003,150993.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000664
VPAY_000665,VINV_000665,VEND_000047,2025-12-07T20:22:00,BANK_003,222104.32,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000665
VPAY_000666,VINV_000666,VEND_000010,2025-11-22T01:03:00,BANK_003,58262.50,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000666
VPAY_000667,VINV_000667,VEND_000034,2025-11-03T00:23:00,BANK_003,119834.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000667
VPAY_000668,VINV_000668,VEND_000051,2025-11-26T00:01:00,BANK_003,209808.72,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000668
VPAY_000669,VINV_000669,VEND_000055,2025-11-03T19:56:00,BANK_003,177535.72,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000669
VPAY_000670,VINV_000670,VEND_000036,2025-11-10T22:08:00,BANK_003,78958.52,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000670
VPAY_000671,VINV_000671,VEND_000020,2025-11-27T02:44:00,BANK_003,219020.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000671
VPAY_000672,VINV_000672,VEND_000040,2025-12-05T00:38:00,BANK_003,188427.12,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000672
VPAY_000673,VINV_000673,VEND_000008,2025-11-01T01:38:00,BANK_003,109088.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000673
VPAY_000674,VINV_000674,VEND_000015,2025-12-05T22:08:00,BANK_003,193340.64,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000674
VPAY_000675,VINV_000675,VEND_000040,2025-12-05T01:08:00,BANK_003,259137.44,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000675
VPAY_000676,VINV_000676,VEND_000016,2025-12-09T02:56:00,BANK_003,57017.60,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000676
VPAY_000677,VINV_000677,VEND_000021,2025-11-27T23:21:00,BANK_003,206654.58,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000677
VPAY_000678,VINV_000678,VEND_000022,2025-11-20T21:20:00,BANK_003,168129.94,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000678
VPAY_000679,VINV_000679,VEND_000016,2025-11-27T00:55:00,BANK_003,62180.10,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000679
VPAY_000680,VINV_000680,VEND_000035,2025-11-04T20:09:00,BANK_003,215143.50,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000680
VPAY_000681,VINV_000681,VEND_000064,2025-11-17T22:59:00,BANK_003,193905.86,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000681
VPAY_000682,VINV_000682,VEND_000064,2025-11-06T21:43:00,BANK_003,228453.90,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000682
VPAY_000683,VINV_000683,VEND_000033,2025-11-20T02:50:00,BANK_003,84930.50,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000683
VPAY_000684,VINV_000684,VEND_000030,2025-11-02T02:07:00,BANK_003,210494.30,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000684
VPAY_000685,VINV_000685,VEND_000032,2025-11-17T03:14:00,BANK_003,57053.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000685
VPAY_000686,VINV_000686,VEND_000020,2025-11-16T02:04:00,BANK_003,108457.34,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000686
VPAY_000687,VINV_000687,VEND_000029,2025-11-09T03:09:00,BANK_003,129358.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000687
VPAY_000688,VINV_000688,VEND_000035,2025-11-19T19:48:00,BANK_003,77192.06,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000688
VPAY_000689,VINV_000689,VEND_000065,2025-11-06T20:01:00,BANK_003,69392.26,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000689
VPAY_000690,VINV_000690,VEND_000052,2025-11-15T20:57:00,BANK_003,74420.24,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000690
VPAY_000691,VINV_000691,VEND_000040,2025-11-18T21:09:00,BANK_003,154342.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000691
VPAY_000692,VINV_000692,VEND_000002,2025-11-24T02:20:00,BANK_003,167216.62,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000692
VPAY_000693,VINV_000693,VEND_000080,2025-11-30T22:12:00,BANK_003,128137.38,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000693
VPAY_000694,VINV_000694,VEND_000026,2025-11-20T01:06:00,BANK_003,222166.86,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000694
VPAY_000695,VINV_000695,VEND_000053,2025-11-09T01:58:00,BANK_003,51267.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000695
VPAY_000696,VINV_000696,VEND_000082,2025-11-21T21:41:00,BANK_003,56067.70,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000696
VPAY_000697,VINV_000697,VEND_000040,2025-11-22T20:44:00,BANK_003,85253.82,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000697
VPAY_000698,VINV_000698,VEND_000054,2025-11-19T21:55:00,BANK_003,205298.76,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000698
VPAY_000699,VINV_000699,VEND_000012,2025-11-09T20:16:00,BANK_003,66679.44,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000699
VPAY_000700,VINV_000700,VEND_000090,2025-11-16T02:21:00,BANK_003,168322.28,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000700
VPAY_000701,VINV_000701,VEND_000075,2025-12-02T22:23:00,BANK_003,82663.72,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000701
VPAY_000702,VINV_000702,VEND_000010,2025-11-19T21:20:00,BANK_003,236189.98,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000702
VPAY_000703,VINV_000703,VEND_000085,2025-11-22T20:09:00,BANK_003,93531.52,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000703
VPAY_000704,VINV_000704,VEND_000041,2025-11-23T20:08:00,BANK_003,174651.80,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000704
VPAY_000705,VINV_000705,VEND_000041,2025-11-09T20:52:00,BANK_003,193150.66,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000705
VPAY_000706,VINV_000706,VEND_000026,2025-11-29T19:21:00,BANK_003,95202.40,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000706
VPAY_000707,VINV_000707,VEND_000014,2025-12-01T01:57:00,BANK_003,103945.02,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000707
VPAY_000708,VINV_000708,VEND_000053,2025-11-18T23:10:00,BANK_003,76650.00,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000708
VPAY_000709,VINV_000709,VEND_000058,2025-11-15T19:24:00,BANK_003,148468.78,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000709
VPAY_000710,VINV_000710,VEND_000012,2025-11-22T23:33:00,BANK_003,101854.06,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000710
VPAY_000711,VINV_000711,VEND_000028,2025-11-06T00:41:00,BANK_003,154496.22,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000711
VPAY_000712,VINV_000712,VEND_000046,2025-12-03T00:18:00,BANK_003,175670.14,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000712
VPAY_000713,VINV_000713,VEND_000034,2025-11-01T22:07:00,BANK_003,106882.04,INR,BANK_TRANSFER,SUCCESS,VENDPAY_00000713
