vendor_invoice_id,vendor_id,vendor_category,invoice_date,due_date,invoice_type,description,subtotal,tax_amount,total_amount,currency,status,purchase_reference,handles_cod
VINV_001909,VEND_000107,LOGISTICS,2025-11-11T11:12:00,2025-12-11T11:12:00,LOGISTICS,Outbound logistics services,78156.00,14068.08,92224.08,INR,APPROVED,LOG_00001909,Y
VINV_001910,VEND_000105,LOGISTICS,2025-11-15T11:38:00,2025-11-30T11:38:00,LOGISTICS,Last-mile delivery services,26384.00,4749.12,31133.12,INR,APPROVED,LOG_00001910,Y
VINV_001911,VEND_000109,LOGISTICS,2025-11-17T11:29:00,2025-12-02T11:29:00,LOGISTICS,Outbound logistics services,82350.00,14823.00,97173.00,INR,APPROVED,LOG_00001911,Y
VINV_001912,VEND_000100,LOGISTICS,2025-11-14T11:44:00,2025-12-14T11:44:00,LOGISTICS,COD collection and remittance services,77809.00,14005.62,91814.62,INR,APPROVED,LOG_00001912,Y
VINV_001913,VEND_000096,LOGISTICS,2025-11-10T11:11:00,2025-11-30T11:11:00,LOGISTICS,Reverse logistics services,72401.00,13032.18,85433.18,INR,APPROVED,LOG_00001913,Y
VINV_001914,VEND_000096,LOGISTICS,2025-11-06T11:25:00,2025-11-26T11:25:00,LOGISTICS,Outbound logistics services,92529.00,16655.22,109184.22,INR,APPROVED,LOG_00001914,Y
VINV_001915,VEND_000096,LOGISTICS,2025-11-23T11:34:00,2025-12-13T11:34:00,LOGISTICS,COD collection and remittance services,53884.00,9699.12,63583.12,INR,APPROVED,LOG_00001915,Y
VINV_001916,VEND_000093,LOGISTICS,2025-11-18T11:26:00,2025-12-08T11:26:00,LOGISTICS,Outbound logistics services,46476.00,0.00,46476.00,INR,APPROVED,LOG_00001916,Y
VINV_001917,VEND_000093,LOGISTICS,2025-11-19T11:49:00,2025-12-09T11:49:00,LOGISTICS,COD collection and remittance services,31791.00,0.00,31791.00,INR,APPROVED,LOG_00001917,Y
VINV_001918,VEND_000096,LOGISTICS,2025-11-09T11:32:00,2025-11-29T11:32:00,LOGISTICS,Outbound logistics services,51130.00,9203.40,60333.40,INR,APPROVED,LOG_00001918,Y
VINV_001919,VEND_000093,LOGISTICS,2025-11-15T11:21:00,2025-12-05T11:21:00,LOGISTICS,Reverse logistics services,78542.00,0.00,78542.00,INR,APPROVED,LOG_00001919,Y
VINV_001920,VEND_000103,LOGISTICS,2025-11-03T11:16:00,2025-11-18T11:16:00,LOGISTICS,Outbound logistics services,22951.00,4131.18,27082.18,INR,APPROVED,LOG_00001920,Y
VINV_001921,VEND_000095,LOGISTICS,2025-11-24T11:47:00,2025-12-14T11:47:00,LOGISTICS,Reverse logistics services,60875.00,10957.50,71832.50,INR,APPROVED,LOG_00001921,Y
VINV_001922,VEND_000093,LOGISTICS,2025-11-20T11:42:00,2025-12-10T11:42:00,LOGISTICS,Last-mile delivery services,28819.00,0.00,28819.00,INR,APPROVED,LOG_00001922,Y
VINV_001923,VEND_000105,LOGISTICS,2025-11-18T11:52:00,2025-12-03T11:52:00,LOGISTICS,COD collection and remittance services,36383.00,6548.94,42931.94,INR,APPROVED,LOG_00001923,Y
VINV_001924,VEND_000096,LOGISTICS,2025-11-22T11:06:00,2025-12-12T11:06:00,LOGISTICS,Last-mile delivery services,20367.00,3666.06,24033.06,INR,APPROVED,LOG_00001924,Y
VINV_001925,VEND_000108,LOGISTICS,2025-11-08T11:04:00,2025-11-23T11:04:00,LOGISTICS,Outbound logistics services,69229.00,12461.22,81690.22,INR,APPROVED,LOG_00001925,Y
VINV_001926,VEND_000095,LOGISTICS,2025-11-14T11:11:00,2025-12-04T11:11:00,LOGISTICS,Last-mile delivery services,75757.00,13636.26,89393.26,INR,APPROVED,LOG_00001926,Y
VINV_001927,VEND_000108,LOGISTICS,2025-11-17T11:44:00,2025-12-02T11:44:00,LOGISTICS,Outbound logistics services,46333.00,8339.94,54672.94,INR,APPROVED,LOG_00001927,Y
VINV_001928,VEND_000107,LOGISTICS,2025-11-15T11:44:00,2025-12-15T11:44:00,LOGISTICS,COD collection and remittance services,31473.00,5665.14,37138.14,INR,APPROVED,LOG_00001928,Y
VINV_001929,VEND_000110,LOGISTICS,2025-11-04T11:49:00,2025-11-19T11:49:00,LOGISTICS,Reverse logistics services,18611.00,3349.98,21960.98,INR,APPROVED,LOG_00001929,Y
VINV_001930,VEND_000098,LOGISTICS,2025-11-10T11:12:00,2025-12-10T11:12:00,LOGISTICS,Outbound logistics services,67105.00,0.00,67105.00,INR,APPROVED,LOG_00001930,Y
VINV_001931,VEND_000091,LOGISTICS,2025-11-13T11:52:00,2025-12-03T11:52:00,LOGISTICS,Last-mile delivery services,19908.00,3583.44,23491.44,INR,APPROVED,LOG_00001931,Y
VINV_001932,VEND_000093,LOGISTICS,2025-11-06T11:51:00,2025-11-26T11:51:00,LOGISTICS,Last-mile delivery services,46910.00,0.00,46910.00,INR,APPROVED,LOG_00001932,Y
VINV_001933,VEND_000092,LOGISTICS,2025-11-19T11:06:00,2025-12-19T11:06:00,LOGISTICS,COD collection and remittance services,72484.00,13047.12,85531.12,INR,APPROVED,LOG_00001933,Y
VINV_001934,VEND_000097,LOGISTICS,2025-11-20T11:25:00,2025-12-20T11:25:00,LOGISTICS,Reverse logistics services,45147.00,8126.46,53273.46,INR,APPROVED,LOG_00001934,Y
VINV_001935,VEND_000097,LOGISTICS,2025-11-14T11:20:00,2025-12-14T11:20:00,LOGISTICS,Last-mile delivery services,31878.00,5738.04,37616.04,INR,APPROVED,LOG_00001935,Y
VINV_001936,VEND_000101,LOGISTICS,2025-11-15T11:13:00,2025-12-05T11:13:00,LOGISTICS,Reverse logistics services,19570.00,3522.60,23092.60,INR,APPROVED,LOG_00001936,Y
VINV_001937,VEND_000099,LOGISTICS,2025-11-04T11:04:00,2025-12-04T11:04:00,LOGISTICS,Last-mile delivery services,66362.00,11945.16,78307.16,INR,APPROVED,LOG_00001937,Y
VINV_001938,VEND_000110,LOGISTICS,2025-11-06T11:45:00,2025-11-21T11:45:00,LOGISTICS,Last-mile delivery services,83480.00,15026.40,98506.40,INR,APPROVED,LOG_00001938,Y
VINV_001939,VEND_000094,LOGISTICS,2025-11-23T11:44:00,2025-12-13T11:44:00,LOGISTICS,Reverse logistics services,60513.00,10892.34,71405.34,INR,APPROVED,LOG_00001939,Y
VINV_001940,VEND_000095,LOGISTICS,2025-11-08T11:40:00,2025-11-28T11:40:00,LOGISTICS,COD collection and remittance services,61522.00,11073.96,72595.96,INR,APPROVED,LOG_00001940,Y
VINV_001941,VEND_000106,LOGISTICS,2025-11-13T11:01:00,2025-12-13T11:01:00,LOGISTICS,Reverse logistics services,26849.00,4832.82,31681.82,INR,APPROVED,LOG_00001941,Y
VINV_001942,VEND_000098,LOGISTICS,2025-11-21T11:45:00,2025-12-21T11:45:00,LOGISTICS,Outbound logistics services,83984.00,0.00,83984.00,INR,APPROVED,LOG_00001942,Y
VINV_001943,VEND_000110,LOGISTICS,2025-11-12T11:15:00,2025-11-27T11:15:00,LOGISTICS,Reverse logistics services,34260.00,6166.80,40426.80,INR,APPROVED,LOG_00001943,Y
VINV_001944,VEND_000110,LOGISTICS,2025-11-04T11:08:00,2025-11-19T11:08:00,LOGISTICS,COD collection and remittance services,28405.00,5112.90,33517.90,INR,APPROVED,LOG_00001944,Y
VINV_001945,VEND_000097,LOGISTICS,2025-11-15T11:13:00,2025-12-15T11:13:00,LOGISTICS,Outbound logistics services,37879.00,6818.22,44697.22,INR,APPROVED,LOG_00001945,Y
VINV_001946,VEND_000110,LOGISTICS,2025-11-26T11:56:00,2025-12-11T11:56:00,LOGISTICS,COD collection and remittance services,76160.00,13708.80,89868.80,INR,APPROVED,LOG_00001946,Y
VINV_001947,VEND_000101,LOGISTICS,2025-11-19T11:50:00,2025-12-09T11:50:00,LOGISTICS,Reverse logistics services,23191.00,4174.38,27365.38,INR,APPROVED,LOG_00001947,Y
VINV_001948,VEND_000100,LOGISTICS,2025-11-10T11:54:00,2025-12-10T11:54:00,LOGISTICS,COD collection and remittance services,21105.00,3798.90,24903.90,INR,APPROVED,LOG_00001948,Y
VINV_001949,VEND_000097,LOGISTICS,2025-11-04T11:58:00,2025-12-04T11:58:00,LOGISTICS,Last-mile delivery services,88688.00,15963.84,104651.84,INR,APPROVED,LOG_00001949,Y
VINV_001950,VEND_000098,LOGISTICS,2025-11-19T11:20:00,2025-12-19T11:20:00,LOGISTICS,Last-mile delivery services,68002.00,0.00,68002.00,INR,APPROVED,LOG_00001950,Y
VINV_001951,VEND_000091,LOGISTICS,2025-11-18T11:04:00,2025-12-08T11:04:00,LOGISTICS,Last-mile delivery services,26469.00,4764.42,31233.42,INR,APPROVED,LOG_00001951,Y
VINV_001952,VEND_000095,LOGISTICS,2025-11-07T11:05:00,2025-11-27T11:05:00,LOGISTICS,Last-mile delivery services,44767.00,8058.06,52825.06,INR,APPROVED,LOG_00001952,Y
VINV_001953,VEND_000097,LOGISTICS,2025-11-19T11:05:00,2025-12-19T11:05:00,LOGISTICS,Reverse logistics services,48973.00,8815.14,57788.14,INR,APPROVED,LOG_00001953,Y
VINV_001954,VEND_000100,LOGISTICS,2025-11-26T11:12:00,2025-12-26T11:12:00,LOGISTICS,Last-mile delivery services,39516.00,7112.88,46628.88,INR,APPROVED,LOG_00001954,Y
VINV_001955,VEND_000110,LOGISTICS,2025-11-12T11:18:00,2025-11-27T11:18:00,LOGISTICS,Reverse logistics services,50632.00,9113.76,59745.76,INR,APPROVED,LOG_00001955,Y
VINV_001956,VEND_000097,LOGISTICS,2025-11-18T11:05:00,2025-12-18T11:05:00,LOGISTICS,COD collection and remittance services,53633.00,9653.94,63286.94,INR,APPROVED,LOG_00001956,Y
VINV_001957,VEND_000096,LOGISTICS,2025-11-17T11:27:00,2025-12-07T11:27:00,LOGISTICS,Reverse logistics services,79697.00,14345.46,94042.46,INR,APPROVED,LOG_00001957,Y
VINV_001958,VEND_000106,LOGISTICS,2025-11-15T11:27:00,2025-12-15T11:27:00,LOGISTICS,Outbound logistics services,20596.00,3707.28,24303.28,INR,APPROVED,LOG_00001958,Y
VINV_001959,VEND_000100,LOGISTICS,2025-11-07T11:35:00,2025-12-07T11:35:00,LOGISTICS,Last-mile delivery services,88411.00,15913.98,104324.98,INR,APPROVED,LOG_00001959,Y
VINV_001960,VEND_000105,LOGISTICS,2025-11-17T11:18:00,2025-12-02T11:18:00,LOGISTICS,Reverse logistics services,58088.00,10455.84,68543.84,INR,APPROVED,LOG_00001960,Y
VINV_001961,VEND_000106,LOGISTICS,2025-11-13T11:08:00,2025-12-13T11:08:00,LOGISTICS,Reverse logistics services,27429.00,4937.22,32366.22,INR,APPROVED,LOG_00001961,Y
VINV_001962,VEND_000097,LOGISTICS,2025-11-03T11:55:00,2025-12-03T11:55:00,LOGISTICS,COD collection and remittance services,18547.00,3338.46,21885.46,INR,APPROVED,LOG_00001962,Y
VINV_001963,VEND_000104,LOGISTICS,2025-11-26T11:23:00,2025-12-26T11:23:00,LOGISTICS,Reverse logistics services,69727.00,0.00,69727.00,INR,APPROVED,LOG_00001963,Y
VINV_001964,VEND_000109,LOGISTICS,2025-11-16T11:56:00,2025-12-01T11:56:00,LOGISTICS,Outbound logistics services,27336.00,4920.48,32256.48,INR,APPROVED,LOG_00001964,Y
VINV_001965,VEND_000094,LOGISTICS,2025-11-21T11:10:00,2025-12-11T11:10:00,LOGISTICS,Last-mile delivery services,68439.00,12319.02,80758.02,INR,APPROVED,LOG_00001965,Y
VINV_001966,VEND_000099,LOGISTICS,2025-11-19T11:45:00,2025-12-19T11:45:00,LOGISTICS,Reverse logistics services,63688.00,11463.84,75151.84,INR,APPROVED,LOG_00001966,Y
VINV_001967,VEND_000102,LOGISTICS,2025-11-23T11:24:00,2025-12-13T11:24:00,LOGISTICS,Reverse logistics services,25563.00,4601.34,30164.34,INR,APPROVED,LOG_00001967,Y
VINV_001968,VEND_000098,LOGISTICS,2025-11-04T11:58:00,2025-12-04T11:58:00,LOGISTICS,COD collection and remittance services,80616.00,0.00,80616.00,INR,APPROVED,LOG_00001968,Y
VINV_001969,VEND_000091,LOGISTICS,2025-11-11T11:38:00,2025-12-01T11:38:00,LOGISTICS,Reverse logistics services,37383.00,6728.94,44111.94,INR,APPROVED,LOG_00001969,Y
VINV_001970,VEND_000095,LOGISTICS,2025-11-10T11:38:00,2025-11-30T11:38:00,LOGISTICS,Last-mile delivery services,51330.00,9239.40,60569.40,INR,APPROVED,LOG_00001970,Y
VINV_001971,VEND_000093,LOGISTICS,2025-11-15T11:45:00,2025-12-05T11:45:00,LOGISTICS,Outbound logistics services,68377.00,0.00,68377.00,INR,APPROVED,LOG_00001971,Y
VINV_001972,VEND_000097,LOGISTICS,2025-11-08T11:53:00,2025-12-08T11:53:00,LOGISTICS,Reverse logistics services,73436.00,13218.48,86654.48,INR,APPROVED,LOG_00001972,Y
VINV_001973,VEND_000100,LOGISTICS,2025-11-20T11:42:00,2025-12-20T11:42:00,LOGISTICS,Reverse logistics services,83620.00,15051.60,98671.60,INR,APPROVED,LOG_00001973,Y
VINV_001974,VEND_000104,LOGISTICS,2025-11-06T11:40:00,2025-12-06T11:40:00,LOGISTICS,COD collection and remittance services,29648.00,0.00,29648.00,INR,APPROVED,LOG_00001974,Y
VINV_001975,VEND_000099,LOGISTICS,2025-11-26T11:25:00,2025-12-26T11:25:00,LOGISTICS,COD collection and remittance services,45462.00,8183.16,53645.16,INR,APPROVED,LOG_00001975,Y
VINV_001976,VEND_000096,LOGISTICS,2025-11-03T11:06:00,2025-11-23T11:06:00,LOGISTICS,Outbound logistics services,82451.00,14841.18,97292.18,INR,APPROVED,LOG_00001976,Y
VINV_001977,VEND_000104,LOGISTICS,2025-11-16T11:41:00,2025-12-16T11:41:00,LOGISTICS,COD collection and remittance services,86807.00,0.00,86807.00,INR,APPROVED,LOG_00001977,Y
VINV_001978,VEND_000096,LOGISTICS,2025-11-14T11:11:00,2025-12-04T11:11:00,LOGISTICS,Last-mile delivery services,41121.00,7401.78,48522.78,INR,APPROVED,LOG_00001978,Y
VINV_001979,VEND_000096,LOGISTICS,2025-11-06T11:28:00,2025-11-26T11:28:00,LOGISTICS,Last-mile delivery services,83878.00,15098.04,98976.04,INR,APPROVED,LOG_00001979,Y
VINV_001980,VEND_000092,LOGISTICS,2025-11-09T11:16:00,2025-12-09T11:16:00,LOGISTICS,Reverse logistics services,41950.00,7551.00,49501.00,INR,APPROVED,LOG_00001980,Y
VINV_001981,VEND_000110,LOGISTICS,2025-11-23T11:10:00,2025-12-08T11:10:00,LOGISTICS,Outbound logistics services,32312.00,5816.16,38128.16,INR,APPROVED,LOG_00001981,Y
VINV_001982,VEND_000103,LOGISTICS,2025-11-11T11:04:00,2025-11-26T11:04:00,LOGISTICS,COD collection and remittance services,34342.00,6181.56,40523.56,INR,APPROVED,LOG_00001982,Y
VINV_001983,VEND_000098,LOGISTICS,2025-11-18T11:43:00,2025-12-18T11:43:00,LOGISTICS,Outbound logistics services,80638.00,0.00,80638.00,INR,APPROVED,LOG_00001983,Y
VINV_001984,VEND_000099,LOGISTICS,2025-11-24T11:37:00,2025-12-24T11:37:00,LOGISTICS,Outbound logistics services,18947.00,3410.46,22357.46,INR,APPROVED,LOG_00001984,Y
VINV_001985,VEND_000107,LOGISTICS,2025-11-15T11:38:00,2025-12-15T11:38:00,LOGISTICS,COD collection and remittance services,18951.00,3411.18,22362.18,INR,APPROVED,LOG_00001985,Y
VINV_001986,VEND_000106,LOGISTICS,2025-11-22T11:27:00,2025-12-22T11:27:00,LOGISTICS,COD collection and remittance services,62175.00,11191.50,73366.50,INR,APPROVED,LOG_00001986,Y
VINV_001987,VEND_000101,LOGISTICS,2025-11-10T11:23:00,2025-11-30T11:23:00,LOGISTICS,Reverse logistics services,59317.00,10677.06,69994.06,INR,APPROVED,LOG_00001987,Y
VINV_001988,VEND_000092,LOGISTICS,2025-11-13T11:51:00,2025-12-13T11:51:00,LOGISTICS,Outbound logistics services,64665.00,11639.70,76304.70,INR,APPROVED,LOG_00001988,Y
VINV_001989,VEND_000103,LOGISTICS,2025-11-03T11:38:00,2025-11-18T11:38:00,LOGISTICS,Outbound logistics services,36201.00,6516.18,42717.18,INR,APPROVED,LOG_00001989,Y
VINV_001990,VEND_000099,LOGISTICS,2025-11-14T11:28:00,2025-12-14T11:28:00,LOGISTICS,Reverse logistics services,50576.00,9103.68,59679.68,INR,APPROVED,LOG_00001990,Y
VINV_001991,VEND_000097,LOGISTICS,2025-11-23T11:52:00,2025-12-23T11:52:00,LOGISTICS,COD collection and remittance services,18410.00,3313.80,21723.80,INR,APPROVED,LOG_00001991,Y
VINV_001992,VEND_000102,LOGISTICS,2025-11-26T11:20:00,2025-12-16T11:20:00,LOGISTICS,Reverse logistics services,23997.00,4319.46,28316.46,INR,APPROVED,LOG_00001992,Y
VINV_001993,VEND_000106,LOGISTICS,2025-11-26T11:39:00,2025-12-26T11:39:00,LOGISTICS,Outbound logistics services,70450.00,12681.00,83131.00,INR,APPROVED,LOG_00001993,Y
VINV_001994,VEND_000106,LOGISTICS,2025-11-26T11:24:00,2025-12-26T11:24:00,LOGISTICS,COD collection and remittance services,31166.00,5609.88,36775.88,INR,APPROVED,LOG_00001994,Y
VINV_001995,VEND_000095,LOGISTICS,2025-11-21T11:50:00,2025-12-11T11:50:00,LOGISTICS,Outbound logistics services,86164.00,15509.52,101673.52,INR,APPROVED,LOG_00001995,Y
VINV_001996,VEND_000093,LOGISTICS,2025-11-24T11:35:00,2025-12-14T11:35:00,LOGISTICS,Reverse logistics services,57498.00,0.00,57498.00,INR,APPROVED,LOG_00001996,Y
VINV_001997,VEND_000105,LOGISTICS,2025-11-18T11:42:00,2025-12-03T11:42:00,LOGISTICS,Last-mile delivery services,33162.00,5969.16,39131.16,INR,APPROVED,LOG_00001997,Y
VINV_001998,VEND_000096,LOGISTICS,2025-11-06T11:27:00,2025-11-26T11:27:00,LOGISTICS,Outbound logistics services,29722.00,5349.96,35071.96,INR,APPROVED,LOG_00001998,Y
VINV_001999,VEND_000101,LOGISTICS,2025-11-11T11:14:00,2025-12-01T11:14:00,LOGISTICS,COD collection and remittance services,68264.00,12287.52,80551.52,INR,APPROVED,LOG_00001999,Y
VINV_002000,VEND_000094,LOGISTICS,2025-11-20T11:40:00,2025-12-10T11:40:00,LOGISTICS,Reverse logistics services,35793.00,6442.74,42235.74,INR,APPROVED,LOG_00002000,Y
VINV_002001,VEND_000101,LOGISTICS,2025-11-21T11:49:00,2025-12-11T11:49:00,LOGISTICS,Outbound logistics services,47334.00,8520.12,55854.12,INR,APPROVED,LOG_00002001,Y
VINV_002002,VEND_000103,LOGISTICS,2025-11-23T11:41:00,2025-12-08T11:41:00,LOGISTICS,Reverse logistics services,68023.00,12244.14,80267.14,INR,APPROVED,LOG_00002002,Y
VINV_002003,VEND_000098,LOGISTICS,2025-11-06T11:18:00,2025-12-06T11:18:00,LOGISTICS,Outbound logistics services,51959.00,0.00,51959.00,INR,APPROVED,LOG_00002003,Y
VINV_002004,VEND_000101,LOGISTICS,2025-11-26T11:07:00,2025-12-16T11:07:00,LOGISTICS,COD collection and remittance services,42662.00,7679.16,50341.16,INR,APPROVED,LOG_00002004,Y
VINV_002005,VEND_000101,LOGISTICS,2025-11-21T11:47:00,2025-12-11T11:47:00,LOGISTICS,Outbound logistics services,67832.00,12209.76,80041.76,INR,APPROVED,LOG_00002005,Y
VINV_002006,VEND_000109,LOGISTICS,2025-11-09T11:54:00,2025-11-24T11:54:00,LOGISTICS,Reverse logistics services,88202.00,15876.36,104078.36,INR,APPROVED,LOG_00002006,Y
VINV_002007,VEND_000101,LOGISTICS,2025-11-24T11:59:00,2025-12-14T11:59:00,LOGISTICS,Last-mile delivery services,65844.00,11851.92,77695.92,INR,APPROVED,LOG_00002007,Y
VINV_002008,VEND_000110,LOGISTICS,2025-11-06T11:25:00,2025-11-21T11:25:00,LOGISTICS,Outbound logistics services,47116.00,8480.88,55596.88,INR,APPROVED,LOG_00002008,Y
VINV_002009,VEND_000105,LOGISTICS,2025-11-07T11:52:00,2025-11-22T11:52:00,LOGISTICS,COD collection and remittance services,59409.00,10693.62,70102.62,INR,APPROVED,LOG_00002009,Y
VINV_002010,VEND_000106,LOGISTICS,2025-11-07T11:38:00,2025-12-07T11:38:00,LOGISTICS,COD collection and remittance services,77740.00,13993.20,91733.20,INR,APPROVED,LOG_00002010,Y
VINV_002011,VEND_000092,LOGISTICS,2025-11-12T11:32:00,2025-12-12T11:32:00,LOGISTICS,Outbound logistics services,59961.00,10792.98,70753.98,INR,APPROVED,LOG_00002011,Y
VINV_002012,VEND_000109,LOGISTICS,2025-11-23T11:53:00,2025-12-08T11:53:00,LOGISTICS,Last-mile delivery services,80689.00,14524.02,95213.02,INR,APPROVED,LOG_00002012,Y
VINV_002013,VEND_000103,LOGISTICS,2025-11-13T11:09:00,2025-11-28T11:09:00,LOGISTICS,Last-mile delivery services,25708.00,4627.44,30335.44,INR,APPROVED,LOG_00002013,Y
VINV_002014,VEND_000098,LOGISTICS,2025-11-08T11:54:00,2025-12-08T11:54:00,LOGISTICS,Reverse logistics services,24889.00,0.00,24889.00,INR,APPROVED,LOG_00002014,Y
VINV_002015,VEND_000100,LOGISTICS,2025-11-03T11:35:00,2025-12-03T11:35:00,LOGISTICS,Reverse logistics services,38865.00,6995.70,45860.70,INR,APPROVED,LOG_00002015,Y
VINV_002016,VEND_000106,LOGISTICS,2025-11-15T11:25:00,2025-12-15T11:25:00,LOGISTICS,Outbound logistics services,63653.00,11457.54,75110.54,INR,APPROVED,LOG_00002016,Y
VINV_002017,VEND_000100,LOGISTICS,2025-11-25T11:59:00,2025-12-25T11:59:00,LOGISTICS,Last-mile delivery services,55010.00,9901.80,64911.80,INR,APPROVED,LOG_00002017,Y
VINV_002018,VEND_000108,LOGISTICS,2025-11-06T11:08:00,2025-11-21T11:08:00,LOGISTICS,COD collection and remittance services,69612.00,12530.16,82142.16,INR,APPROVED,LOG_00002018,Y
VINV_002019,VEND_000109,LOGISTICS,2025-11-25T11:19:00,2025-12-10T11:19:00,LOGISTICS,Reverse logistics services,25094.00,4516.92,29610.92,INR,APPROVED,LOG_00002019,Y
VINV_002020,VEND_000121,SERVICES,2025-11-10T12:28:00,2025-11-10T12:28:00,SERVICES,Facilities and administrative services,100649.00,18116.82,118765.82,INR,APPROVED,SVC_00002020,N
VINV_002021,VEND_000129,SERVICES,2025-11-10T12:13:00,2025-11-25T12:13:00,SERVICES,Marketing services,43982.00,7916.76,51898.76,INR,APPROVED,SVC_00002021,N
VINV_002022,VEND_000111,SERVICES,2025-11-25T12:06:00,2025-11-25T12:06:00,SERVICES,Marketing services,72477.00,13045.86,85522.86,INR,APPROVED,SVC_00002022,N
VINV_002023,VEND_000049,GOODS,2025-12-23T10:53:00,2026-01-22T10:53:00,GOODS,Merchandise procurement,156964.00,28253.52,185217.52,INR,APPROVED,PO_00002023,N
VINV_002024,VEND_000008,GOODS,2025-12-13T10:30:00,2026-01-12T10:30:00,GOODS,Merchandise procurement,70178.00,0.00,70178.00,INR,APPROVED,PO_00002024,N
VINV_002025,VEND_000007,GOODS,2025-12-18T10:41:00,2026-02-01T10:41:00,GOODS,Packaging and merchandise supplies,75761.00,0.00,75761.00,INR,APPROVED,PO_00002025,N
VINV_002026,VEND_000076,GOODS,2025-12-06T10:40:00,2026-01-05T10:40:00,GOODS,Product stock replenishment,158723.00,28570.14,187293.14,INR,APPROVED,PO_00002026,N
VINV_002027,VEND_000032,GOODS,2025-12-05T10:15:00,2026-01-04T10:15:00,GOODS,Product stock replenishment,53911.00,0.00,53911.00,INR,APPROVED,PO_00002027,N
VINV_002028,VEND_000063,GOODS,2025-12-24T10:38:00,2026-01-23T10:38:00,GOODS,Merchandise procurement,124348.00,22382.64,146730.64,INR,APPROVED,PO_00002028,N
VINV_002029,VEND_000084,GOODS,2025-12-24T10:50:00,2026-02-07T10:50:00,GOODS,Inventory replenishment,143401.00,25812.18,169213.18,INR,APPROVED,PO_00002029,N
VINV_002030,VEND_000060,GOODS,2025-12-14T10:17:00,2026-01-13T10:17:00,GOODS,Product stock replenishment,215475.00,38785.50,254260.50,INR,APPROVED,PO_00002030,N
VINV_002031,VEND_000048,GOODS,2025-12-05T10:07:00,2026-01-04T10:07:00,GOODS,Inventory replenishment,48041.00,8647.38,56688.38,INR,APPROVED,PO_00002031,N
VINV_002032,VEND_000016,GOODS,2025-12-22T10:42:00,2026-02-05T10:42:00,GOODS,Merchandise procurement,173245.00,31184.10,204429.10,INR,APPROVED,PO_00002032,N
VINV_002033,VEND_000003,GOODS,2025-12-20T10:36:00,2026-01-19T10:36:00,GOODS,Product stock replenishment,198839.00,35791.02,234630.02,INR,APPROVED,PO_00002033,N
VINV_002034,VEND_000036,GOODS,2025-12-20T10:11:00,2026-01-19T10:11:00,GOODS,Product stock replenishment,69786.00,12561.48,82347.48,INR,APPROVED,PO_00002034,N
VINV_002035,VEND_000062,GOODS,2025-12-24T10:27:00,2026-01-23T10:27:00,GOODS,Packaging and merchandise supplies,213977.00,0.00,213977.00,INR,APPROVED,PO_00002035,N
VINV_002036,VEND_000074,GOODS,2025-12-05T10:20:00,2026-01-04T10:20:00,GOODS,Inventory replenishment,77829.00,14009.22,91838.22,INR,APPROVED,PO_00002036,N
VINV_002037,VEND_000069,GOODS,2025-12-14T10:52:00,2026-01-28T10:52:00,GOODS,Inventory replenishment,93467.00,16824.06,110291.06,INR,APPROVED,PO_00002037,N
VINV_002038,VEND_000051,GOODS,2025-12-19T10:50:00,2026-02-02T10:50:00,GOODS,Product stock replenishment,190767.00,34338.06,225105.06,INR,APPROVED,PO_00002038,N
VINV_002039,VEND_000009,GOODS,2025-12-20T10:34:00,2026-02-03T10:34:00,GOODS,Inventory replenishment,181026.00,32584.68,213610.68,INR,APPROVED,PO_00002039,N
VINV_002040,VEND_000027,GOODS,2025-12-05T10:11:00,2026-01-19T10:11:00,GOODS,Merchandise procurement,217643.00,39175.74,256818.74,INR,APPROVED,PO_00002040,N
VINV_002041,VEND_000001,GOODS,2025-12-16T10:51:00,2026-01-15T10:51:00,GOODS,Packaging and merchandise supplies,190416.00,34274.88,224690.88,INR,APPROVED,PO_00002041,N
VINV_002042,VEND_000016,GOODS,2025-12-06T10:36:00,2026-01-20T10:36:00,GOODS,Merchandise procurement,55261.00,9946.98,65207.98,INR,APPROVED,PO_00002042,N
VINV_002043,VEND_000084,GOODS,2025-12-04T10:35:00,2026-01-18T10:35:00,GOODS,Packaging and merchandise supplies,87260.00,15706.80,102966.80,INR,APPROVED,PO_00002043,N
VINV_002044,VEND_000005,GOODS,2025-12-05T10:32:00,2026-01-04T10:32:00,GOODS,Packaging and merchandise supplies,67180.00,12092.40,79272.40,INR,APPROVED,PO_00002044,N
VINV_002045,VEND_000047,GOODS,2025-12-07T10:27:00,2026-01-21T10:27:00,GOODS,Inventory replenishment,187718.00,33789.24,221507.24,INR,APPROVED,PO_00002045,N
VINV_002046,VEND_000032,GOODS,2025-12-03T10:33:00,2026-01-02T10:33:00,GOODS,Packaging and merchandise supplies,123800.00,0.00,123800.00,INR,APPROVED,PO_00002046,N
VINV_002047,VEND_000085,GOODS,2025-12-16T10:08:00,2026-01-30T10:08:00,GOODS,Product stock replenishment,185011.00,33301.98,218312.98,INR,APPROVED,PO_00002047,N
VINV_002048,VEND_000089,GOODS,2025-12-18T10:58:00,2026-01-17T10:58:00,GOODS,Packaging and merchandise supplies,127034.00,22866.12,149900.12,INR,APPROVED,PO_00002048,N
VINV_002049,VEND_000078,GOODS,2025-12-18T10:13:00,2026-02-01T10:13:00,GOODS,Inventory replenishment,186088.00,33495.84,219583.84,INR,APPROVED,PO_00002049,N
