bank_transaction_id,account_id,transaction_date,value_date,amount,currency,direction,transaction_type,description,reference_id,counterparty_id,status
BANK_001842,BANK_002,2025-11-10T10:16:25,2025-11-10T10:16:25,1378.83,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000927,REF_000927,CUST_008145,POSTED
BANK_001843,BANK_002,2025-11-10T10:30:31,2025-11-10T10:30:31,1893.37,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001418,REF_001418,CUST_004151,POSTED
BANK_001844,BANK_002,2025-11-10T11:46:54,2025-11-10T11:46:54,558.14,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000731,REF_000731,CUST_008264,POSTED
BANK_001845,BANK_002,2025-11-10T12:13:13,2025-11-10T12:13:13,318.60,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001141,REF_001141,CUST_000782,POSTED
BANK_001846,BANK_002,2025-11-10T13:55:29,2025-11-10T13:55:29,978.22,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001277,REF_001277,CUST_005171,POSTED
BANK_001847,BANK_002,2025-11-10T18:55:45,2025-11-10T18:55:45,39770.66,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000834,SET_000834,PAYFLOW,POSTED
BANK_001848,BANK_002,2025-11-10T19:01:17,2025-11-10T19:01:17,325.82,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001450,REF_001450,CUST_001882,POSTED
BANK_001849,BANK_002,2025-11-10T19:25:13,2025-11-10T19:25:13,43454.18,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000868,SET_000868,PAYFLOW,POSTED
BANK_001850,BANK_002,2025-11-10T20:10:56,2025-11-10T20:10:56,49976.02,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000847,SET_000847,PAYFLOW,POSTED
BANK_001851,BANK_002,2025-11-10T21:49:31,2025-11-10T21:49:31,34990.23,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000874,SET_000874,PAYFLOW,POSTED
BANK_001852,BANK_002,2025-11-10T22:10:27,2025-11-10T22:10:27,37362.15,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000837,SET_000837,PAYFLOW,POSTED
BANK_001853,BANK_002,2025-11-10T22:23:25,2025-11-10T22:23:25,26713.26,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000862,SET_000862,PAYFLOW,POSTED
BANK_001854,BANK_002,2025-11-10T22:23:35,2025-11-10T22:23:35,1040.41,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001389,REF_001389,CUST_001308,POSTED
BANK_001855,BANK_002,2025-11-10T22:34:05,2025-11-10T22:34:05,30758.38,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000856,SET_000856,PAYFLOW,POSTED
BANK_001856,BANK_002,2025-11-11T00:08:23,2025-11-11T00:08:23,754.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001491,REF_001491,CUST_004161,POSTED
BANK_001857,BANK_002,2025-11-11T00:32:02,2025-11-11T00:32:02,295.00,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001467,REF_001467,CUST_004531,POSTED
BANK_001858,BANK_002,2025-11-11T01:42:30,2025-11-11T01:42:30,46183.03,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000840,SET_000840,PAYFLOW,POSTED
BANK_001859,BANK_002,2025-11-11T04:10:05,2025-11-11T04:10:05,280.08,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001429,REF_001429,CUST_003349,POSTED
BANK_001860,BANK_002,2025-11-11T04:19:56,2025-11-11T04:19:56,29313.44,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000838,SET_000838,PAYFLOW,POSTED
BANK_001861,BANK_002,2025-11-11T04:20:10,2025-11-11T04:20:10,296.53,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001192,REF_001192,CUST_000920,POSTED
BANK_001862,BANK_002,2025-11-11T04:25:08,2025-11-11T04:25:08,1203.93,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001442,REF_001442,CUST_002918,POSTED
BANK_001863,BANK_002,2025-11-11T05:10:57,2025-11-11T05:10:57,45421.08,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000864,SET_000864,PAYFLOW,POSTED
BANK_001864,BANK_002,2025-11-11T07:13:06,2025-11-11T07:13:06,814.20,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000932,REF_000932,CUST_000880,POSTED
BANK_001865,BANK_002,2025-11-11T08:11:08,2025-11-11T08:11:08,2185.43,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000627,REF_000627,CUST_006566,POSTED
BANK_001866,BANK_002,2025-11-11T09:40:32,2025-11-11T09:40:32,778.58,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001393,REF_001393,CUST_006743,POSTED
BANK_001867,BANK_002,2025-11-11T09:40:34,2025-11-11T09:40:34,167.90,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001292,REF_001292,CUST_001790,POSTED
BANK_001868,BANK_002,2025-11-11T10:03:39,2025-11-11T10:03:39,1146.96,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000618,REF_000618,CUST_003630,POSTED
BANK_001869,BANK_002,2025-11-11T11:41:36,2025-11-11T11:41:36,283.14,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001167,REF_001167,CUST_008280,POSTED
BANK_001870,BANK_002,2025-11-11T12:28:43,2025-11-11T12:28:43,1123.24,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000612,REF_000612,CUST_007510,POSTED
BANK_001871,BANK_002,2025-11-11T16:11:03,2025-11-11T16:11:03,33745.36,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000844,SET_000844,PAYFLOW,POSTED
BANK_001872,BANK_002,2025-11-11T16:22:52,2025-11-11T16:22:52,33268.16,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000876,SET_000876,PAYFLOW,POSTED
BANK_001873,BANK_002,2025-11-11T17:48:14,2025-11-11T17:48:14,640.74,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001471,REF_001471,CUST_001169,POSTED
BANK_001874,BANK_002,2025-11-11T18:22:16,2025-11-11T18:22:16,58691.89,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000866,SET_000866,PAYFLOW,POSTED
BANK_001875,BANK_002,2025-11-11T20:23:38,2025-11-11T20:23:38,51606.89,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000854,SET_000854,PAYFLOW,POSTED
BANK_001876,BANK_002,2025-11-11T20:38:00,2025-11-11T20:38:00,46116.47,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000843,SET_000843,PAYFLOW,POSTED
BANK_001877,BANK_002,2025-11-11T20:53:08,2025-11-11T20:53:08,1429.28,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001086,REF_001086,CUST_005097,POSTED
BANK_001878,BANK_002,2025-11-11T22:14:55,2025-11-11T22:14:55,36456.40,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000871,SET_000871,PAYFLOW,POSTED
BANK_001879,BANK_002,2025-11-11T22:19:03,2025-11-11T22:19:03,43750.55,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000848,SET_000848,PAYFLOW,POSTED
BANK_001880,BANK_002,2025-11-11T23:43:14,2025-11-11T23:43:14,788.18,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001143,REF_001143,CUST_008404,POSTED
BANK_001881,BANK_002,2025-11-11T23:57:49,2025-11-11T23:57:49,397.45,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001155,REF_001155,CUST_005349,POSTED
BANK_001882,BANK_002,2025-11-12T00:18:13,2025-11-12T00:18:13,39552.46,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000857,SET_000857,PAYFLOW,POSTED
BANK_001883,BANK_002,2025-11-12T01:22:45,2025-11-12T01:22:45,67946.61,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000880,SET_000880,PAYFLOW,POSTED
BANK_001884,BANK_002,2025-11-12T02:12:50,2025-11-12T02:12:50,32209.73,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000885,SET_000885,PAYFLOW,POSTED
BANK_001885,BANK_002,2025-11-12T02:58:07,2025-11-12T02:58:07,33489.98,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000852,SET_000852,PAYFLOW,POSTED
BANK_001886,BANK_002,2025-11-12T03:00:42,2025-11-12T03:00:42,295.00,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001133,REF_001133,CUST_005375,POSTED
BANK_001887,BANK_002,2025-11-12T05:27:59,2025-11-12T05:27:59,50482.73,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000873,SET_000873,PAYFLOW,POSTED
BANK_001888,BANK_002,2025-11-12T06:48:08,2025-11-12T06:48:08,1998.74,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001156,REF_001156,CUST_000434,POSTED
BANK_001889,BANK_002,2025-11-12T06:55:24,2025-11-12T06:55:24,1461.78,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000763,REF_000763,CUST_005995,POSTED
BANK_001890,BANK_002,2025-11-12T07:30:41,2025-11-12T07:30:41,415.42,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000666,REF_000666,CUST_003440,POSTED
BANK_001891,BANK_002,2025-11-12T12:16:40,2025-11-12T12:16:40,33727.33,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000853,SET_000853,PAYFLOW,POSTED
BANK_001892,BANK_002,2025-11-12T13:28:43,2025-11-12T13:28:43,55779.67,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000888,SET_000888,PAYFLOW,POSTED
BANK_001893,BANK_002,2025-11-12T14:03:01,2025-11-12T14:03:01,434.24,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001296,REF_001296,CUST_008185,POSTED
BANK_001894,BANK_002,2025-11-12T15:06:59,2025-11-12T15:06:59,1327.65,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001260,REF_001260,CUST_008222,POSTED
BANK_001895,BANK_002,2025-11-12T15:50:57,2025-11-12T15:50:57,31009.75,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000867,SET_000867,PAYFLOW,POSTED
BANK_001896,BANK_002,2025-11-12T15:58:59,2025-11-12T15:58:59,652.54,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001203,REF_001203,CUST_000537,POSTED
BANK_001897,BANK_002,2025-11-12T17:15:54,2025-11-12T17:15:54,1002.68,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001183,REF_001183,CUST_004226,POSTED
BANK_001898,BANK_002,2025-11-12T18:10:58,2025-11-12T18:10:58,55317.93,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000881,SET_000881,PAYFLOW,POSTED
BANK_001899,BANK_002,2025-11-12T18:56:54,2025-11-12T18:56:54,283.14,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001367,REF_001367,CUST_004360,POSTED
BANK_001900,BANK_002,2025-11-12T22:26:25,2025-11-12T22:26:25,29276.28,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000897,SET_000897,PAYFLOW,POSTED
BANK_001901,BANK_002,2025-11-12T23:33:11,2025-11-12T23:33:11,767.45,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001185,REF_001185,CUST_001574,POSTED
BANK_001902,BANK_002,2025-11-12T23:34:49,2025-11-12T23:34:49,38152.48,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000858,SET_000858,PAYFLOW,POSTED
BANK_001903,BANK_002,2025-11-12T23:42:49,2025-11-12T23:42:49,6376.84,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001318,REF_001318,CUST_001855,POSTED
BANK_001904,BANK_002,2025-11-13T01:14:12,2025-11-13T01:14:12,318.60,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001230,REF_001230,CUST_002028,POSTED
BANK_001905,BANK_002,2025-11-13T01:40:04,2025-11-13T01:40:04,403.15,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001118,REF_001118,CUST_003637,POSTED
BANK_001906,BANK_002,2025-11-13T02:17:34,2025-11-13T02:17:34,1075.16,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001161,REF_001161,CUST_001272,POSTED
BANK_001907,BANK_002,2025-11-13T02:49:51,2025-11-13T02:49:51,373.94,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001297,REF_001297,CUST_003240,POSTED
BANK_001908,BANK_002,2025-11-13T04:18:44,2025-11-13T04:18:44,23371.66,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000863,SET_000863,PAYFLOW,POSTED
BANK_001909,BANK_002,2025-11-13T04:43:27,2025-11-13T04:43:27,1082.06,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001124,REF_001124,CUST_008346,POSTED
BANK_001910,BANK_002,2025-11-13T05:01:46,2025-11-13T05:01:46,306.80,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000484,REF_000484,CUST_006927,POSTED
BANK_001911,BANK_002,2025-11-13T05:32:24,2025-11-13T05:32:24,38876.75,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000861,SET_000861,PAYFLOW,POSTED
BANK_001912,BANK_002,2025-11-13T05:55:22,2025-11-13T05:55:22,519.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000948,REF_000948,CUST_002438,POSTED
BANK_001913,BANK_002,2025-11-13T06:19:10,2025-11-13T06:19:10,396.60,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001540,REF_001540,CUST_006462,POSTED
BANK_001914,BANK_002,2025-11-13T08:16:06,2025-11-13T08:16:06,1026.72,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000824,REF_000824,CUST_004925,POSTED
BANK_001915,BANK_002,2025-11-13T11:01:30,2025-11-13T11:01:30,179.19,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001463,REF_001463,CUST_006306,POSTED
BANK_001916,BANK_002,2025-11-13T12:44:06,2025-11-13T12:44:06,283.67,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001298,REF_001298,CUST_001158,POSTED
BANK_001917,BANK_002,2025-11-13T13:18:08,2025-11-13T13:18:08,2631.64,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001359,REF_001359,CUST_006320,POSTED
BANK_001918,BANK_002,2025-11-13T15:18:34,2025-11-13T15:18:34,29570.85,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000878,SET_000878,PAYFLOW,POSTED
BANK_001919,BANK_002,2025-11-13T15:36:00,2025-11-13T15:36:00,33922.18,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000865,SET_000865,PAYFLOW,POSTED
BANK_001920,BANK_002,2025-11-13T16:20:10,2025-11-13T16:20:10,45444.20,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000877,SET_000877,PAYFLOW,POSTED
BANK_001921,BANK_002,2025-11-13T17:28:13,2025-11-13T17:28:13,30399.38,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000890,SET_000890,PAYFLOW,POSTED
BANK_001922,BANK_002,2025-11-13T19:56:02,2025-11-13T19:56:02,35580.80,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000870,SET_000870,PAYFLOW,POSTED
BANK_001923,BANK_002,2025-11-13T20:13:15,2025-11-13T20:13:15,522.50,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001553,REF_001553,CUST_003020,POSTED
BANK_001924,BANK_002,2025-11-13T20:21:33,2025-11-13T20:21:33,36150.87,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000869,SET_000869,PAYFLOW,POSTED
BANK_001925,BANK_002,2025-11-13T22:30:14,2025-11-13T22:30:14,34755.05,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000908,SET_000908,PAYFLOW,POSTED
BANK_001926,BANK_002,2025-11-14T00:14:27,2025-11-14T00:14:27,44577.28,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000886,SET_000886,PAYFLOW,POSTED
BANK_001927,BANK_002,2025-11-14T00:24:08,2025-11-14T00:24:08,34396.83,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000879,SET_000879,PAYFLOW,POSTED
BANK_001928,BANK_002,2025-11-14T00:39:39,2025-11-14T00:39:39,49179.26,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000903,SET_000903,PAYFLOW,POSTED
BANK_001929,BANK_002,2025-11-14T01:07:34,2025-11-14T01:07:34,45263.71,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000901,SET_000901,PAYFLOW,POSTED
BANK_001930,BANK_002,2025-11-14T01:08:23,2025-11-14T01:08:23,23506.09,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000872,SET_000872,PAYFLOW,POSTED
BANK_001931,BANK_002,2025-11-14T01:31:59,2025-11-14T01:31:59,1340.48,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001263,REF_001263,CUST_005880,POSTED
BANK_001932,BANK_002,2025-11-14T01:40:12,2025-11-14T01:40:12,43095.87,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000887,SET_000887,PAYFLOW,POSTED
BANK_001933,BANK_002,2025-11-14T01:40:39,2025-11-14T01:40:39,48809.83,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000893,SET_000893,PAYFLOW,POSTED
BANK_001934,BANK_002,2025-11-14T02:06:56,2025-11-14T02:06:56,367.81,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001129,REF_001129,CUST_002029,POSTED
BANK_001935,BANK_002,2025-11-14T04:42:08,2025-11-14T04:42:08,2041.51,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001356,REF_001356,CUST_001455,POSTED
BANK_001936,BANK_002,2025-11-14T05:38:48,2025-11-14T05:38:48,30254.24,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000875,SET_000875,PAYFLOW,POSTED
BANK_001937,BANK_002,2025-11-14T06:06:12,2025-11-14T06:06:12,1373.12,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001325,REF_001325,CUST_002542,POSTED
BANK_001938,BANK_002,2025-11-14T07:28:28,2025-11-14T07:28:28,3170.19,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001222,REF_001222,CUST_001964,POSTED
BANK_001939,BANK_002,2025-11-14T09:01:03,2025-11-14T09:01:03,750.36,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001506,REF_001506,CUST_007110,POSTED
BANK_001940,BANK_002,2025-11-14T09:40:35,2025-11-14T09:40:35,888.47,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001432,REF_001432,CUST_003846,POSTED
BANK_001941,BANK_002,2025-11-14T12:40:08,2025-11-14T12:40:08,276.81,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001324,REF_001324,CUST_000110,POSTED
BANK_001942,BANK_002,2025-11-14T14:57:42,2025-11-14T14:57:42,618.56,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001464,REF_001464,CUST_004261,POSTED
BANK_001943,BANK_002,2025-11-14T15:47:09,2025-11-14T15:47:09,1381.78,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001543,REF_001543,CUST_003955,POSTED
BANK_001944,BANK_002,2025-11-14T18:30:53,2025-11-14T18:30:53,37888.34,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000899,SET_000899,PAYFLOW,POSTED
BANK_001945,BANK_002,2025-11-14T19:41:19,2025-11-14T19:41:19,153.35,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001455,REF_001455,CUST_008226,POSTED
BANK_001946,BANK_002,2025-11-14T19:56:14,2025-11-14T19:56:14,32585.03,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000913,SET_000913,PAYFLOW,POSTED
BANK_001947,BANK_002,2025-11-14T20:23:52,2025-11-14T20:23:52,46815.56,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000884,SET_000884,PAYFLOW,POSTED
BANK_001948,BANK_002,2025-11-14T20:52:23,2025-11-14T20:52:23,1536.71,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001305,REF_001305,CUST_002335,POSTED
BANK_001949,BANK_002,2025-11-14T21:25:28,2025-11-14T21:25:28,1336.96,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001370,REF_001370,CUST_005564,POSTED
BANK_001950,BANK_002,2025-11-15T00:05:30,2025-11-15T00:05:30,27766.89,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000905,SET_000905,PAYFLOW,POSTED
BANK_001951,BANK_002,2025-11-15T00:36:32,2025-11-15T00:36:32,33424.50,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000882,SET_000882,PAYFLOW,POSTED
BANK_001952,BANK_002,2025-11-15T01:37:31,2025-11-15T01:37:31,354.00,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001217,REF_001217,CUST_008152,POSTED
BANK_001953,BANK_002,2025-11-15T02:37:31,2025-11-15T02:37:31,35837.45,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000910,SET_000910,PAYFLOW,POSTED
BANK_001954,BANK_002,2025-11-15T02:44:20,2025-11-15T02:44:20,47214.25,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000895,SET_000895,PAYFLOW,POSTED
BANK_001955,BANK_002,2025-11-15T02:53:50,2025-11-15T02:53:50,26044.53,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000920,SET_000920,PAYFLOW,POSTED
BANK_001956,BANK_002,2025-11-15T03:09:20,2025-11-15T03:09:20,494.30,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001485,REF_001485,CUST_001378,POSTED
BANK_001957,BANK_002,2025-11-15T03:54:52,2025-11-15T03:54:52,38919.43,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000883,SET_000883,PAYFLOW,POSTED
BANK_001958,BANK_002,2025-11-15T05:23:33,2025-11-15T05:23:33,36616.99,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000896,SET_000896,PAYFLOW,POSTED
BANK_001959,BANK_002,2025-11-15T06:27:48,2025-11-15T06:27:48,609.12,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001100,REF_001100,CUST_004871,POSTED
BANK_001960,BANK_002,2025-11-15T08:53:44,2025-11-15T08:53:44,41451.02,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000923,SET_000923,PAYFLOW,POSTED
BANK_001961,BANK_002,2025-11-15T09:26:56,2025-11-15T09:26:56,294.94,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_000462,REF_000462,CUST_006330,POSTED
BANK_001962,BANK_002,2025-11-15T10:27:11,2025-11-15T10:27:11,1437.24,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001473,REF_001473,CUST_000427,POSTED
BANK_001963,BANK_002,2025-11-15T10:38:27,2025-11-15T10:38:27,1462.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001399,REF_001399,CUST_007267,POSTED
BANK_001964,BANK_002,2025-11-15T10:51:44,2025-11-15T10:51:44,2168.32,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001431,REF_001431,CUST_006377,POSTED
BANK_001965,BANK_002,2025-11-15T10:52:52,2025-11-15T10:52:52,750.48,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001205,REF_001205,CUST_007336,POSTED
BANK_001966,BANK_002,2025-11-15T12:06:59,2025-11-15T12:06:59,339.19,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001240,REF_001240,CUST_001658,POSTED
BANK_001967,BANK_002,2025-11-15T13:45:10,2025-11-15T13:45:10,43301.87,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000911,SET_000911,PAYFLOW,POSTED
BANK_001968,BANK_002,2025-11-15T15:20:42,2025-11-15T15:20:42,354.00,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001110,REF_001110,CUST_002118,POSTED
BANK_001969,BANK_002,2025-11-15T15:56:34,2025-11-15T15:56:34,1816.02,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001444,REF_001444,CUST_001201,POSTED
BANK_001970,BANK_002,2025-11-15T17:18:09,2025-11-15T17:18:09,60515.46,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000914,SET_000914,PAYFLOW,POSTED
BANK_001971,BANK_002,2025-11-15T18:57:00,2025-11-15T18:57:00,6338.56,INR,DEBIT,CUSTOMER_REFUND,Customer refund REF_001486,REF_001486,CUST_002788,POSTED
BANK_001972,BANK_002,2025-11-15T19:01:45,2025-11-15T19:01:45,32868.37,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000904,SET_000904,PAYFLOW,POSTED
BANK_001973,BANK_002,2025-11-15T19:37:00,2025-11-15T19:37:00,55490.93,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000891,SET_000891,PAYFLOW,POSTED
BANK_001974,BANK_002,2025-11-15T19:44:02,2025-11-15T19:44:02,34354.95,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000889,SET_000889,PAYFLOW,POSTED
BANK_001975,BANK_002,2025-11-15T21:04:39,2025-11-15T21:04:39,42511.97,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000902,SET_000902,PAYFLOW,POSTED
BANK_001976,BANK_002,2025-11-15T21:06:37,2025-11-15T21:06:37,34398.47,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000931,SET_000931,PAYFLOW,POSTED
BANK_001977,BANK_002,2025-11-15T21:30:55,2025-11-15T21:30:55,41221.25,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000892,SET_000892,PAYFLOW,POSTED
BANK_001978,BANK_002,2025-11-15T21:39:46,2025-11-15T21:39:46,28155.13,INR,CREDIT,PAYMENT_GATEWAY_SETTLEMENT,PayFlow settlement SET_000917,SET_000917,PAYFLOW,POSTED
